Date,team1,team2,team1_rs,team2_rs,team1_gn,team2_gn,team1_home_gn,team2_away_gn,team1_win,team1_wr,team1_home_wr,team2_wr,team2_away_wr,team1_total_rs,team2_total_rs,team1_avg_rs,team2_avg_rs,team1_home_rs,team2_away_rs,team1_avg_home_rs,team2_avg_away_rs
20210401,CHN,PIT,3,5,1.0,1.0,1.0,1.0,0,,,,,0.0,0.0,,,0.0,0.0,,
20210401,CIN,SLN,6,11,1.0,1.0,1.0,1.0,0,,,,,0.0,0.0,,,0.0,0.0,,
20210401,COL,LAN,8,5,1.0,1.0,1.0,1.0,1,,,,,0.0,0.0,,,0.0,0.0,,
20210401,MIA,TBA,0,1,1.0,1.0,1.0,1.0,0,,,,,0.0,0.0,,,0.0,0.0,,
20210401,MIL,MIN,6,5,1.0,1.0,1.0,1.0,1,,,,,0.0,0.0,,,0.0,0.0,,
20210401,PHI,ATL,3,2,1.0,1.0,1.0,1.0,1,,,,,0.0,0.0,,,0.0,0.0,,
20210401,SDN,ARI,8,7,1.0,1.0,1.0,1.0,1,,,,,0.0,0.0,,,0.0,0.0,,
20210401,ANA,CHA,4,3,1.0,1.0,1.0,1.0,1,,,,,0.0,0.0,,,0.0,0.0,,
20210401,DET,CLE,3,2,1.0,1.0,1.0,1.0,1,,,,,0.0,0.0,,,0.0,0.0,,
20210401,KCA,TEX,14,10,1.0,1.0,1.0,1.0,1,,,,,0.0,0.0,,,0.0,0.0,,
20210401,NYA,TOR,2,3,1.0,1.0,1.0,1.0,0,,,,,0.0,0.0,,,0.0,0.0,,
20210401,OAK,HOU,1,8,1.0,1.0,1.0,1.0,0,,,,,0.0,0.0,,,0.0,0.0,,
20210401,SEA,SFN,8,7,1.0,1.0,1.0,1.0,1,,,,,0.0,0.0,,,0.0,0.0,,
20210402,COL,LAN,6,11,2.0,2.0,2.0,2.0,0,1.0,1.0,0.0,0.0,8.0,5.0,8.0,5.0,8.0,5.0,8.0,5.0
