index,Date,team,opponent,runs_scored,runs_allowed,game_number,at_bats,hits,opponent_at_bats,opponent_hits,home,win_loss,win_frac_actual,win_frac_cummulative_pythagorean,win_frac_cummulative_pythagenpat
0,20180329,ANA,OAK,5,6,1,46,13,42,12,N,0.0,0.0,0.4098360655737705,0.410271738226948
1,20180330,ANA,OAK,2,1,2,32,6,33,7,N,1.0,0.5,0.5,0.5
2,20180331,ANA,OAK,8,3,3,41,12,34,8,N,1.0,0.6666666666666666,0.6923076923076923,0.6481020496141229
3,20180401,ANA,OAK,7,4,4,37,13,31,5,N,1.0,0.75,0.711764705882353,0.6576421105969492
81,20180402,ANA,CLE,0,6,5,33,6,34,7,Y,0.0,0.6,0.5475113122171946,0.5319757354961242
82,20180403,ANA,CLE,13,2,6,36,13,29,1,Y,1.0,0.6666666666666666,0.716793446459918,0.6498524907289951
83,20180404,ANA,CLE,3,2,7,41,6,45,7,Y,1.0,0.7142857142857143,0.7148514851485148,0.6404448510290678
84,20180406,ANA,OAK,13,9,8,38,14,37,13,Y,1.0,0.75,0.7048780487804878,0.6353312879294875
85,20180407,ANA,OAK,3,7,9,33,7,31,7,Y,0.0,0.6666666666666666,0.645704162976085,0.5916416742086669
86,20180408,ANA,OAK,6,1,10,30,7,29,3,Y,1.0,0.7,0.6816890740390078,0.6114324775438869
4,20180409,ANA,TEX,8,3,11,40,13,35,8,N,1.0,0.7272727272727273,0.7048780487804878,0.6240249649373556
5,20180410,ANA,TEX,11,1,12,41,18,35,7,N,1.0,0.75,0.7550205661746915,0.6554021089278484
6,20180411,ANA,TEX,7,2,13,34,9,32,5,N,1.0,0.7692307692307693,0.7700156168662156,0.6623361844047112
7,20180412,ANA,KCA,7,1,14,42,15,34,9,N,1.0,0.7857142857142857,0.7896466721446179,0.6725614806822713
8,20180413,ANA,KCA,5,4,15,38,13,35,11,N,1.0,0.8,0.780305492362691,0.6627641357208891
9,20180414,ANA,KCA,5,3,16,36,9,32,6,N,1.0,0.8125,0.7781282088895408,0.6581326592461945
87,20180417,ANA,BOS,1,10,17,30,4,38,15,Y,0.0,0.7647058823529411,0.7191011235955056,0.6186007441572003
88,20180418,ANA,BOS,0,9,18,33,6,41,14,Y,0.0,0.7222222222222222,0.6638841149030199,0.585226682088982
89,20180419,ANA,BOS,2,8,19,32,4,37,14,Y,0.0,0.6842105263157895,0.6256124721603563,0.5636383264466172
90,20180420,ANA,SFN,1,8,20,31,5,36,9,Y,0.0,0.65,0.5856565553225229,0.5423668773628401
91,20180421,ANA,SFN,4,3,21,29,6,34,7,Y,1.0,0.6666666666666666,0.5875536480686695,0.5425791809989566
92,20180422,ANA,SFN,2,4,22,32,6,39,13,Y,0.0,0.6363636363636364,0.5757507439805213,0.5361191374057476
10,20180423,ANA,HOU,2,0,23,30,4,32,7,N,1.0,0.6521739130434783,0.5842979588230096,0.5393705090408321
11,20180424,ANA,HOU,8,7,24,33,8,38,14,N,1.0,0.6666666666666666,0.5831181345153209,0.5386450268426838
12,20180425,ANA,HOU,2,5,25,31,4,28,5,N,0.0,0.64,0.5680578782811023,0.5311203876486313
93,20180427,ANA,NYA,3,4,26,34,6,34,7,Y,0.0,0.6153846153846154,0.5620004802250197,0.5279440233445283
94,20180428,ANA,NYA,1,11,27,33,7,43,14,Y,0.0,0.5925925925925926,0.5197551300871412,0.5088061599549
95,20180429,ANA,NYA,1,2,28,34,6,31,4,Y,0.0,0.5714285714285714,0.5156211862338296,0.5068440968911291
96,20180501,ANA,BAL,3,2,29,35,10,31,4,Y,1.0,0.5862068965517241,0.51915006016494,0.5082726073829583
97,20180502,ANA,BAL,10,7,30,33,9,34,10,Y,1.0,0.6,0.528753167502715,0.5124144565128605
98,20180503,ANA,BAL,12,3,31,36,15,34,8,Y,1.0,0.6129032258064516,0.5578258143908612,0.5249497540138185
13,20180504,ANA,SEA,5,0,32,36,11,29,5,N,1.0,0.625,0.5734253203118,0.5313401949414462
14,20180505,ANA,SEA,8,9,33,47,17,45,15,N,0.0,0.6060606060606061,0.5663716814159292,0.5282568134994945
15,20180506,ANA,SEA,8,2,34,38,12,30,6,N,1.0,0.6176470588235294,0.5825074750361998,0.5349436391706099
16,20180508,ANA,COL,2,4,35,32,6,29,7,N,0.0,0.6,0.5751002849726825,0.531413576508604
17,20180509,ANA,COL,8,0,36,37,12,34,8,N,1.0,0.6111111111111112,0.5964313421256788,0.5401380626786112
99,20180510,ANA,MIN,7,4,37,32,12,32,8,Y,1.0,0.6216216216216216,0.6017803483149697,0.5421485415159557
100,20180511,ANA,MIN,4,5,38,36,10,33,9,Y,0.0,0.6052631578947368,0.59657510030283,0.5396357764167796
101,20180512,ANA,MIN,3,5,39,41,7,41,10,Y,0.0,0.5897435897435898,0.5891970716905537,0.5362458253876652
102,20180513,ANA,MIN,2,1,40,30,7,33,7,Y,1.0,0.6,0.5911224430665817,0.5366020865575891
103,20180514,ANA,HOU,2,1,41,26,4,30,6,Y,1.0,0.6097560975609756,0.5930148054205794,0.5369446045729427
104,20180515,ANA,HOU,3,5,42,32,8,34,7,Y,0.0,0.5952380952380952,0.5859692307692308,0.5338397549532367
105,20180516,ANA,HOU,0,2,43,32,5,32,5,Y,0.0,0.5813953488372093,0.5804131391804944,0.5312474770778269
106,20180517,ANA,TBA,1,7,44,29,3,39,14,Y,0.0,0.5681818181818182,0.5636782927051711,0.5245010999117109
107,20180518,ANA,TBA,3,8,45,33,6,41,15,Y,0.0,0.5555555555555556,0.5496284042369324,0.5189692060995112
108,20180519,ANA,TBA,3,5,46,31,6,32,5,Y,0.0,0.5434782608695652,0.5438179831852943,0.5166241249916298
109,20180520,ANA,TBA,5,2,47,25,4,34,7,Y,1.0,0.5531914893617021,0.5502323180175529,0.5189312575114093
18,20180522,ANA,TOR,3,5,48,28,4,29,6,N,0.0,0.5416666666666666,0.5446167106848043,0.5166956560474739
19,20180523,ANA,TOR,5,4,49,36,9,35,9,N,1.0,0.5510204081632653,0.5459852931827333,0.5171124747683947
20,20180524,ANA,TOR,8,1,50,39,12,30,5,N,1.0,0.56,0.5607225172354273,0.5225118607440068
21,20180525,ANA,NYA,1,2,51,30,6,28,5,N,0.0,0.5490196078431373,0.5580985209828049,0.5213317555783178
22,20180526,ANA,NYA,11,4,52,36,11,33,7,N,1.0,0.5576923076923077,0.5712185759093675,0.5261605788950995
23,20180527,ANA,NYA,1,3,53,29,4,29,5,N,0.0,0.5471698113207547,0.5663716814159292,0.524158807895231
24,20180528,ANA,DET,3,9,54,33,7,34,12,N,0.0,0.5370370370370371,0.5522673282081401,0.5189248099796715
25,20180529,ANA,DET,9,2,55,37,14,36,10,N,1.0,0.5454545454545454,0.5652930157880653,0.523591700453239
26,20180530,ANA,DET,1,6,56,33,7,34,9,N,0.0,0.5357142857142857,0.5543836519446276,0.5194993783542712
27,20180531,ANA,DET,2,6,57,35,8,35,12,N,0.0,0.5263157894736842,0.545630240831749,0.5162549426265811
110,20180601,ANA,TEX,6,0,58,35,11,33,8,Y,1.0,0.5344827586206896,0.5567901139572641,0.5201266419827493
111,20180602,ANA,TEX,2,3,59,35,6,32,4,Y,0.0,0.5254237288135594,0.5543135330968375,0.5191100377007235
112,20180603,ANA,TEX,3,1,60,28,4,31,5,Y,1.0,0.5333333333333333,0.5577214512822036,0.5201697822225806
113,20180604,ANA,KCA,9,6,61,34,14,39,12,Y,1.0,0.5409836065573771,0.5616772682324723,0.5215379317040605
114,20180605,ANA,KCA,1,0,62,29,7,28,1,Y,1.0,0.5483870967741935,0.5634133392941966,0.5219578055973277
115,20180606,ANA,KCA,4,3,63,34,10,33,8,Y,1.0,0.5555555555555556,0.5644253604894082,0.5221922428439186
28,20180608,ANA,MIN,4,2,64,34,7,33,7,N,1.0,0.5625,0.5673336039231082,0.5230705406490412
29,20180609,ANA,MIN,2,1,65,31,6,33,7,N,1.0,0.5692307692307692,0.5687626668070433,0.5233954066976366
30,20180610,ANA,MIN,5,7,66,34,8,33,10,N,0.0,0.5606060606060606,0.5637951693258498,0.5216340274407172
31,20180611,ANA,SEA,3,5,67,35,7,30,8,N,0.0,0.5522388059701493,0.5594376426135388,0.5200528032448019
32,20180612,ANA,SEA,3,6,68,34,6,34,14,N,0.0,0.5441176470588235,0.553387546772476,0.517926151389893
33,20180613,ANA,SEA,6,8,69,37,13,36,14,N,0.0,0.5362318840579711,0.5487871996368692,0.5163483726625314
34,20180615,ANA,OAK,8,4,70,36,9,35,10,N,1.0,0.5428571428571428,0.5543836519446276,0.5181916966812286
35,20180616,ANA,OAK,4,6,71,32,6,30,6,N,0.0,0.5352112676056338,0.5502787550173266,0.5167532626963998
36,20180617,ANA,OAK,5,6,72,41,9,36,7,N,0.0,0.5277777777777778,0.5478135120272114,0.515881370317228
116,20180618,ANA,ARI,4,7,73,36,12,38,10,Y,0.0,0.5205479452054794,0.5423101712677553,0.5140049469686265
117,20180619,ANA,ARI,5,4,74,31,8,32,5,Y,1.0,0.527027027027027,0.5432623774216695,0.5142682277325565
118,20180621,ANA,TOR,8,5,75,32,9,35,9,Y,1.0,0.5333333333333333,0.5469371062535325,0.5154563939686506
119,20180622,ANA,TOR,2,1,76,26,3,36,9,Y,1.0,0.5394736842105263,0.5482256845479297,0.5157841709832985
120,20180623,ANA,TOR,1,4,77,34,9,31,8,Y,0.0,0.5324675324675324,0.5433962264150943,0.5141210268217854
121,20180624,ANA,TOR,6,7,78,41,10,43,13,Y,0.0,0.5256410256410257,0.5411067739818302,0.5133486418455561
37,20180625,ANA,KCA,0,2,79,29,3,28,9,N,0.0,0.5189873417721519,0.538067840274796,0.5122791441829784
38,20180626,ANA,BOS,1,9,80,32,5,38,14,N,0.0,0.5125,0.5259939731378916,0.508351760419922
39,20180627,ANA,BOS,6,9,81,40,11,36,12,N,0.0,0.5061728395061729,0.5212068613845151,0.506805490146448
40,20180628,ANA,BOS,2,4,82,33,6,29,7,N,0.0,0.5,0.5182267598488215,0.5058216306461083
41,20180629,ANA,BAL,7,1,83,38,13,31,7,N,1.0,0.5060240963855421,0.5263340010226797,0.5083835442396593
42,20180630,ANA,BAL,6,2,84,33,7,33,6,N,1.0,0.5119047619047619,0.5315186946632329,0.5100010032667686
43,20180701,ANA,BAL,2,8,85,32,6,32,10,N,0.0,0.5058823529411764,0.5229918925349096,0.5072706422317017
44,20180703,ANA,SEA,1,4,86,31,4,32,6,N,0.0,0.5,0.5188105437287353,0.5059190232170672
45,20180704,ANA,SEA,7,4,87,40,13,35,10,N,1.0,0.5057471264367817,0.5225051462878344,0.5070660108944082
46,20180705,ANA,SEA,1,4,88,32,6,31,9,N,0.0,0.5,0.518414803840802,0.505753896657123
122,20180706,ANA,LAN,3,2,89,31,5,31,4,Y,1.0,0.5056179775280899,0.5196003074558032,0.5060967428585871
123,20180707,ANA,LAN,1,3,90,32,4,30,4,Y,0.0,0.5,0.5169002417459808,0.5052306605615197
124,20180708,ANA,LAN,4,3,91,28,6,30,5,Y,1.0,0.5054945054945055,0.5180353668497207,0.5055615963962835
125,20180710,ANA,SEA,9,3,92,39,16,35,7,Y,1.0,0.5108695652173914,0.5253643714271,0.5078103169220279
126,20180711,ANA,SEA,0,3,93,29,2,31,6,Y,0.0,0.5053763440860215,0.5214818601530424,0.5065798229775861
127,20180712,ANA,SEA,11,2,94,37,15,34,9,Y,1.0,0.5106382978723404,0.5323045254770573,0.5098876222707573
47,20180713,ANA,LAN,2,3,95,34,8,32,9,N,0.0,0.5052631578947369,0.5308728663758232,0.5094082065943247
48,20180714,ANA,LAN,5,4,96,38,9,40,10,N,1.0,0.5104166666666666,0.531752762018513,0.5096499021446774
49,20180715,ANA,LAN,3,5,97,31,6,30,10,N,0.0,0.5051546391752577,0.529031180987974,0.5087935084930767
128,20180720,ANA,HOU,1,3,98,29,2,32,8,Y,0.0,0.5,0.5264874148515196,0.5079858515884457
129,20180721,ANA,HOU,0,7,99,32,7,31,5,Y,0.0,0.494949494949495,0.5179153931112424,0.5053806662480151
130,20180722,ANA,HOU,14,5,100,36,15,36,9,Y,1.0,0.5,0.5280153604468494,0.5084247216269944
131,20180723,ANA,CHA,3,5,101,33,7,32,8,Y,0.0,0.49504950495049505,0.5254464644301052,0.5076279124969781
132,20180724,ANA,CHA,2,4,102,30,4,35,8,Y,0.0,0.49019607843137253,0.5229763633962763,0.5068614374169627
133,20180725,ANA,CHA,11,3,103,36,14,32,6,Y,1.0,0.49514563106796117,0.5316424626713029,0.5094454783504561
134,20180726,ANA,CHA,12,8,104,40,16,35,9,Y,1.0,0.5,0.5353539303871725,0.5105660932003666
135,20180727,ANA,SEA,4,3,105,31,7,36,9,Y,1.0,0.5047619047619047,0.5361764599703974,0.5107775892415263
136,20180728,ANA,SEA,11,5,106,37,13,37,10,Y,1.0,0.5094339622641509,0.541996863565081,0.5125133091759881
137,20180729,ANA,SEA,5,8,107,36,10,39,14,Y,0.0,0.5046728971962616,0.5382417820851264,0.5113746939472633
50,20180731,ANA,TBA,6,10,108,38,12,35,14,N,0.0,0.5,0.5334353414356912,0.5099361969158442
51,20180801,ANA,TBA,2,7,109,32,6,32,9,N,0.0,0.4954128440366973,0.527957388454795,0.5082835009375264
52,20180802,ANA,TBA,2,4,110,30,3,29,6,N,0.0,0.4909090909090909,0.525729597039003,0.5075961492657535
53,20180803,ANA,CLE,7,4,111,36,10,35,8,N,1.0,0.4954954954954955,0.5284900757220954,0.5083963743656742
54,20180804,ANA,CLE,0,3,112,30,3,26,4,N,0.0,0.49107142857142855,0.5253643714271,0.507441966510156
55,20180805,ANA,CLE,3,4,113,38,11,28,7,N,0.0,0.48672566371681414,0.5241793955151122,0.5070722013783732
138,20180806,ANA,DET,6,2,114,30,8,28,3,Y,1.0,0.49122807017543857,0.5279780651968856,0.5081629402357176
139,20180807,ANA,DET,11,5,115,36,13,33,9,Y,1.0,0.4956521739130435,0.5334271326440955,0.5097525167864311
140,20180808,ANA,DET,6,0,116,32,10,32,5,Y,1.0,0.5,0.539079079691497,0.5113701281452945
141,20180810,ANA,OAK,4,3,117,30,7,32,6,Y,1.0,0.5042735042735043,0.5397813529563743,0.5115411919965738
142,20180811,ANA,OAK,0,7,118,31,5,40,14,Y,0.0,0.5,0.5327832234478599,0.5094773055887482
143,20180812,ANA,OAK,7,8,119,38,11,35,12,Y,0.0,0.4957983193277311,0.5313677432191664,0.5090607689501772
56,20180813,ANA,SDN,6,3,120,37,8,35,6,N,1.0,0.5,0.5339231360054618,0.5097780510474738
57,20180814,ANA,SDN,7,3,121,34,11,34,10,N,1.0,0.5041322314049587,0.5373310074138683,0.5107415240355072
58,20180815,ANA,SDN,3,2,122,35,10,28,4,N,1.0,0.5081967213114754,0.5380841367797281,0.5109221670660518
59,20180816,ANA,TEX,6,8,123,35,11,30,7,N,0.0,0.5040650406504065,0.5357667995573678,0.5102456502235413
60,20180817,ANA,TEX,4,6,124,33,7,31,10,N,0.0,0.5,0.5336288528494753,0.5096121699650384
61,20180818,ANA,TEX,11,7,125,41,16,40,14,N,1.0,0.504,0.5366560746616295,0.5104809239526432
62,20180819,ANA,TEX,2,4,126,31,6,32,11,N,0.0,0.5,0.5346865718924484,0.5098862029374258
63,20180821,ANA,ARI,4,5,127,36,10,30,8,N,0.0,0.49606299212598426,0.5335311193357384,0.5095346847539955
64,20180822,ANA,ARI,1,5,128,31,5,34,10,N,0.0,0.4921875,0.5298503317389291,0.5084604683899179
144,20180824,ANA,HOU,3,9,129,33,7,37,12,Y,0.0,0.4883720930232558,0.5243334008421473,0.5068843586899511
145,20180825,ANA,HOU,3,8,130,32,6,38,12,Y,0.0,0.4846153846153846,0.5198027364752122,0.5055917557002482
146,20180826,ANA,HOU,1,3,131,30,4,33,7,Y,0.0,0.48091603053435117,0.5180198959095978,0.5050706670916344
147,20180827,ANA,COL,10,7,132,34,10,37,11,Y,1.0,0.48484848484848486,0.520296200901481,0.5057107252062378
148,20180828,ANA,COL,2,3,133,32,6,31,5,Y,0.0,0.48120300751879697,0.5193693073704255,0.5054327892429522
65,20180830,ANA,HOU,5,2,134,37,10,31,7,N,1.0,0.48507462686567165,0.5217652238780855,0.5060897181074488
66,20180831,ANA,HOU,3,0,135,31,6,32,6,N,1.0,0.4888888888888889,0.5242130227042863,0.5067516452901817
67,20180901,ANA,HOU,3,7,136,31,4,32,8,N,0.0,0.4852941176470588,0.5207036283323064,0.5057613832200094
68,20180902,ANA,HOU,2,4,137,34,7,31,7,N,0.0,0.48175182481751827,0.5189544384189665,0.5052595989898879
69,20180903,ANA,TEX,3,1,138,34,7,32,6,N,1.0,0.4855072463768116,0.5205336522432804,0.5056799604462231
70,20180904,ANA,TEX,2,4,139,34,6,32,9,N,0.0,0.48201438848920863,0.5187995653156073,0.5051857314919305
71,20180905,ANA,TEX,9,3,140,41,16,32,6,N,1.0,0.4857142857142857,0.523468840797187,0.5064668987548915
72,20180907,ANA,CHA,5,2,141,35,9,33,8,N,1.0,0.48936170212765956,0.525747803170276,0.5070785020777239
73,20180908,ANA,CHA,12,3,142,40,17,32,8,N,1.0,0.49295774647887325,0.5325826784596612,0.5089565931163855
74,20180909,ANA,CHA,1,0,143,31,5,31,5,N,1.0,0.4965034965034965,0.5333491549729601,0.5091332271362065
149,20180910,ANA,TEX,2,5,144,36,8,33,7,Y,0.0,0.4930555555555556,0.5308007636666487,0.5084134415832543
150,20180911,ANA,TEX,1,0,145,25,2,29,2,Y,1.0,0.496551724137931,0.5315640668280606,0.508590339499143
151,20180912,ANA,TEX,8,1,146,35,11,33,8,Y,1.0,0.5,0.5368127216902951,0.5100042429712087
152,20180913,ANA,SEA,2,8,147,32,6,35,12,Y,0.0,0.4965986394557823,0.5318741658630315,0.5086441146678915
153,20180914,ANA,SEA,0,5,148,33,6,36,9,Y,0.0,0.49324324324324326,0.5278852597220121,0.5075392464951171
154,20180915,ANA,SEA,5,6,149,33,8,38,12,Y,0.0,0.4899328859060403,0.526882926581597,0.5072574758095687
155,20180916,ANA,SEA,4,3,150,30,7,32,7,Y,1.0,0.49333333333333335,0.527502102607233,0.5074079856686028
75,20180918,ANA,OAK,9,7,151,35,9,33,7,N,1.0,0.4966887417218543,0.528677283660697,0.5077227563805596
76,20180919,ANA,OAK,0,10,152,31,4,33,10,N,0.0,0.4934210526315789,0.5209802621971085,0.5056381596423359
77,20180920,ANA,OAK,3,21,153,32,5,44,22,N,0.0,0.49019607843137253,0.5073633709707503,0.5019805634867118
78,20180921,ANA,HOU,3,11,154,33,6,35,11,N,0.0,0.487012987012987,0.501457722849912,0.5003917587468885
79,20180922,ANA,HOU,5,10,155,35,7,34,12,N,0.0,0.4838709677419355,0.49783706851830095,0.49941905519053886
80,20180923,ANA,HOU,2,6,156,31,4,34,12,N,0.0,0.4807692307692308,0.49498220519877456,0.4986549609889023
156,20180924,ANA,TEX,5,4,157,36,7,40,7,Y,1.0,0.4840764331210191,0.49572657377138996,0.4988565735921573
157,20180925,ANA,TEX,4,1,158,27,5,33,6,Y,1.0,0.4873417721518987,0.4978708400284089,0.49943180391054637
158,20180926,ANA,TEX,3,2,159,27,5,33,7,Y,1.0,0.49056603773584906,0.4985855756727018,0.4996235199412093
159,20180928,ANA,OAK,8,5,160,31,9,31,5,Y,1.0,0.49375,0.5007007705037985,0.5001863459291745
160,20180929,ANA,OAK,2,5,161,31,4,31,8,Y,0.0,0.4906832298136646,0.49860530257347935,0.4996299278267225
161,20180930,ANA,OAK,5,4,162,31,7,32,5,Y,1.0,0.49382716049382713,0.4993069996398127,0.4998164391257739
81,20180329,ARI,COL,8,2,1,36,12,33,9,Y,1.0,1.0,0.9411764705882353,0.9361028653063692
82,20180330,ARI,COL,9,8,2,32,8,36,10,Y,1.0,1.0,0.7429305912596401,0.7304515254255244
83,20180331,ARI,COL,1,2,3,29,5,33,6,Y,0.0,0.6666666666666666,0.6923076923076923,0.655547332062935
84,20180402,ARI,LAN,8,7,4,53,14,61,19,Y,1.0,0.75,0.6518804243008679,0.6184509442589083
85,20180403,ARI,LAN,6,1,5,33,8,29,4,Y,1.0,0.8,0.7191011235955056,0.6618424005095274
86,20180404,ARI,LAN,3,0,6,27,7,28,1,Y,1.0,0.8333333333333334,0.7538461538461538,0.6764991470562152
0,20180405,ARI,SLN,3,1,7,34,9,29,2,N,1.0,0.8571428571428571,0.7660477453580902,0.6757955946211693
1,20180407,ARI,SLN,3,5,8,31,5,33,10,N,0.0,0.75,0.7131947390750955,0.6328270982699064
2,20180408,ARI,SLN,4,1,9,33,7,30,5,N,1.0,0.7777777777777778,0.7352941176470589,0.6421240328630574
3,20180409,ARI,SFN,2,1,10,30,5,30,5,N,1.0,0.8,0.7380554627464083,0.6378770512586164
4,20180410,ARI,SFN,4,5,11,32,6,29,8,N,0.0,0.7272727272727273,0.7048780487804878,0.6145586056210812
5,20180411,ARI,SFN,7,3,12,36,9,32,6,N,1.0,0.75,0.7218884120171674,0.6232015674453041
6,20180413,ARI,LAN,8,7,13,36,10,37,11,N,1.0,0.7692307692307693,0.7020145044319097,0.6109324763102132
7,20180414,ARI,LAN,9,1,14,36,10,34,8,N,1.0,0.7857142857142857,0.7439492130670546,0.6347858416535684
8,20180415,ARI,LAN,2,7,15,32,4,32,8,N,0.0,0.7333333333333333,0.6950762016412662,0.603407109222451
87,20180417,ARI,SFN,1,0,16,26,3,28,1,Y,1.0,0.75,0.7005181347150259,0.6031214136011442
88,20180418,ARI,SFN,3,4,17,39,10,37,9,Y,0.0,0.7058823529411765,0.6844356353014813,0.5924852165200993
89,20180419,ARI,SFN,3,1,18,30,7,31,5,Y,1.0,0.7222222222222222,0.6923076923076923,0.5945589648804361
90,20180420,ARI,SDN,1,4,19,28,1,33,5,Y,0.0,0.6842105263157895,0.6674364896073903,0.5798868195641644
91,20180421,ARI,SDN,6,2,20,32,10,33,9,Y,1.0,0.7,0.6829690721649484,0.5867117647427694
92,20180422,ARI,SDN,4,2,21,29,6,31,3,Y,1.0,0.7142857142857143,0.6878286715951528,0.5877911787514813
9,20180424,ARI,PHI,8,4,22,35,11,32,7,N,1.0,0.7272727272727273,0.6964484999671765,0.5917171015498627
10,20180425,ARI,PHI,3,5,23,30,5,30,10,N,0.0,0.6956521739130435,0.678297615454271,0.5816114349614837
11,20180426,ARI,PHI,8,2,24,36,11,33,9,N,1.0,0.7083333333333334,0.6979217013049782,0.59066409982023
12,20180427,ARI,WAS,5,4,25,31,6,37,11,N,1.0,0.72,0.6940986177825703,0.5879175487168423
13,20180428,ARI,WAS,4,3,26,37,9,36,8,N,1.0,0.7307692307692307,0.6923076923076923,0.5860051664482934
14,20180429,ARI,WAS,1,3,27,32,8,31,7,N,0.0,0.7037037037037037,0.6803238794743596,0.5789763912833369
93,20180430,ARI,LAN,8,5,28,37,13,33,7,Y,1.0,0.7142857142857143,0.6826516220028209,0.5798279298585427
94,20180501,ARI,LAN,4,3,29,34,10,30,4,Y,1.0,0.7241379310344828,0.681377785964266,0.5783821560281588
95,20180502,ARI,LAN,1,2,30,32,6,29,6,Y,0.0,0.7,0.6752896308555804,0.5744120111875447
96,20180503,ARI,LAN,2,5,31,33,6,32,7,Y,0.0,0.6774193548387096,0.6589475120221002,0.5663686994908401
97,20180504,ARI,HOU,0,8,32,28,1,41,14,Y,0.0,0.65625,0.6235597869937066,0.5505536331969103
98,20180505,ARI,HOU,4,3,33,30,6,34,7,Y,1.0,0.6666666666666666,0.6240158681721086,0.5502764630985982
99,20180506,ARI,HOU,3,1,34,27,5,34,7,Y,1.0,0.6764705882352942,0.6295333727111636,0.5519565607295869
15,20180508,ARI,LAN,8,5,35,45,12,43,9,N,1.0,0.6857142857142857,0.634032883304371,0.5537149649985394
16,20180509,ARI,LAN,3,6,36,34,8,30,8,N,0.0,0.6666666666666666,0.6196641359545477,0.5474382031399896
100,20180510,ARI,WAS,1,2,37,40,8,40,9,Y,0.0,0.6486486486486487,0.6150434846879697,0.544987110506737
101,20180511,ARI,WAS,1,3,38,32,5,33,7,Y,0.0,0.631578947368421,0.6067682707308293,0.541203646814119
102,20180512,ARI,WAS,1,2,39,32,5,32,7,Y,0.0,0.6153846153846154,0.6023529411764705,0.5389981297333928
103,20180513,ARI,WAS,4,6,40,35,9,36,9,Y,0.0,0.6,0.5925273175890025,0.5350130917940163
104,20180514,ARI,MIL,2,7,41,31,5,36,10,Y,0.0,0.5853658536585366,0.5740235392146651,0.5277567616899601
105,20180515,ARI,MIL,2,1,42,25,3,32,5,Y,1.0,0.5952380952380952,0.5764705882352941,0.5283764793806525
106,20180516,ARI,MIL,2,8,43,31,4,36,10,Y,0.0,0.5813953488372093,0.5557264825782632,0.5205243492776773
17,20180518,ARI,NYN,1,3,44,32,6,31,6,N,0.0,0.5681818181818182,0.5489618142905418,0.5178477329119485
18,20180519,ARI,NYN,4,5,45,34,8,33,10,N,0.0,0.5555555555555556,0.5446865273454868,0.5162014864444426
19,20180520,ARI,NYN,1,4,46,31,6,32,8,N,0.0,0.5434782608695652,0.535250207354161,0.5126644500523319
20,20180521,ARI,MIL,2,4,47,29,3,30,6,N,0.0,0.5319148936170213,0.5288776123389197,0.5102956935959759
21,20180522,ARI,MIL,0,1,48,25,3,26,4,N,0.0,0.5208333333333334,0.5259191634160512,0.5091369187060982
22,20180523,ARI,MIL,2,9,49,31,4,32,10,N,0.0,0.5102040816326531,0.5055864178266026,0.5019624049592937
23,20180525,ARI,OAK,7,1,50,39,12,32,5,N,1.0,0.52,0.5218474854499329,0.5076392713466193
24,20180526,ARI,OAK,0,3,51,29,2,29,5,N,0.0,0.5098039215686274,0.5135476480695519,0.504693469971623
25,20180527,ARI,OAK,1,2,52,29,3,29,7,N,0.0,0.5,0.5107514450867052,0.5036921318252963
107,20180528,ARI,CIN,12,5,53,36,11,37,16,Y,1.0,0.5094339622641509,0.5282550415340527,0.5097301831323257
108,20180529,ARI,CIN,5,2,54,27,4,32,7,Y,1.0,0.5185185185185185,0.5353094031029475,0.5120990738419993
109,20180530,ARI,CIN,4,7,55,39,13,39,12,Y,0.0,0.509090909090909,0.527007299270073,0.5092248629586502
110,20180601,ARI,MIA,9,1,56,33,11,35,8,Y,1.0,0.5178571428571429,0.5454691535150645,0.515504498008507
111,20180602,ARI,MIA,6,2,57,28,6,36,10,Y,1.0,0.5263157894736842,0.553959614471665,0.518333357052119
112,20180603,ARI,MIA,6,1,58,29,6,31,6,Y,1.0,0.5344827586206896,0.5645436694271323,0.5218483170978621
26,20180604,ARI,SFN,3,10,59,33,7,34,11,N,0.0,0.5254237288135594,0.5470861507764554,0.5158824264528631
27,20180605,ARI,SFN,3,2,60,36,9,35,8,N,1.0,0.5333333333333333,0.5487723170299137,0.5163500918103744
28,20180606,ARI,SFN,4,5,61,38,10,38,11,N,0.0,0.5245901639344263,0.545656066160798,0.5152431626320944
29,20180608,ARI,COL,9,4,62,37,12,36,10,N,1.0,0.532258064516129,0.5549181061487515,0.5183331152722798
30,20180609,ARI,COL,12,7,63,39,13,33,9,N,1.0,0.5396825396825397,0.5628857801538576,0.5210631235366268
31,20180610,ARI,COL,8,3,64,36,10,34,8,N,1.0,0.546875,0.5713462297670746,0.5238672592230329
113,20180611,ARI,PIT,9,5,65,34,9,33,9,Y,1.0,0.5538461538461539,0.5770563287736694,0.5257797109465535
114,20180612,ARI,PIT,13,8,66,34,11,36,12,Y,1.0,0.5606060606060606,0.5832145292258104,0.5279499214406519
115,20180613,ARI,PIT,4,5,67,34,8,32,6,Y,0.0,0.5522388059701493,0.5800661218722089,0.5267740192055147
116,20180614,ARI,NYN,6,3,68,29,8,30,4,Y,1.0,0.5588235294117647,0.58408169317354,0.5280342236603013
117,20180615,ARI,NYN,7,3,69,34,12,33,7,Y,1.0,0.5652173913043478,0.5895359604258201,0.5297921180295553
