index,Date,team,opponent,runs_scored,runs_allowed,game_number,at_bats,hits,opponent_at_bats,opponent_hits,home,win_loss,win_frac_actual,win_frac_cummulative_pythagorean,win_frac_cummulative_pythagenpat
84,20180410,BOS,NYA,14,1,10,34,11,36,10,Y,1.0,0.9,0.8113842173350582,0.6944414653354066
85,20180411,BOS,NYA,7,10,11,36,10,36,12,Y,0.0,0.8181818181818182,0.743536905207943,0.6455704283614997
86,20180412,BOS,NYA,6,3,12,33,8,32,5,Y,1.0,0.8333333333333334,0.7484672221348845,0.6456994241011261
87,20180413,BOS,BAL,7,3,13,34,11,34,9,Y,1.0,0.8461538461538461,0.7575081967213114,0.6491066679142079
88,20180414,BOS,BAL,10,3,14,39,15,34,9,Y,1.0,0.8571428571428571,0.7775441547518923,0.6610955686805219
89,20180415,BOS,BAL,3,1,15,34,10,30,3,Y,1.0,0.8666666666666667,0.7819348469891412,0.6596739054867923
6,20180417,BOS,ANA,10,1,16,38,15,30,4,N,1.0,0.875,0.8096654275092937,0.6770527100730849
7,20180418,BOS,ANA,9,0,17,41,14,33,6,N,1.0,0.8823529411764706,0.8350515463917526,0.6932722300778053
8,20180419,BOS,ANA,8,2,18,37,14,32,4,N,1.0,0.8888888888888888,0.8433191276009024,0.6972908229317794
9,20180420,BOS,OAK,7,3,19,35,11,37,10,N,1.0,0.8947368421052632,0.8434050618798082,0.6950000355733287
10,20180421,BOS,OAK,0,3,20,28,0,31,7,N,0.0,0.85,0.8283055023268546,0.6795225171720943
11,20180422,BOS,OAK,1,4,21,34,6,31,9,N,0.0,0.8095238095238095,0.8102866779089376,0.6637513128783373
12,20180424,BOS,TOR,3,4,22,37,9,34,5,N,0.0,0.7727272727272727,0.7974783683559951,0.6529847616828044
13,20180425,BOS,TOR,4,3,23,33,6,34,6,N,1.0,0.782608695652174,0.7926558891454966,0.6478363818588089
14,20180426,BOS,TOR,5,4,24,33,8,32,6,N,1.0,0.7916666666666666,0.7858265709308748,0.6420594695854164
90,20180427,BOS,TBA,3,4,25,34,8,33,10,Y,0.0,0.76,0.77451294796761,0.6334995703860414
91,20180428,BOS,TBA,6,12,26,38,12,43,18,Y,0.0,0.7307692307692307,0.7352941176470589,0.6114927246817398
92,20180429,BOS,TBA,4,3,27,30,7,35,10,Y,1.0,0.7407407407407407,0.7326820897000099,0.6087321036080436
93,20180430,BOS,KCA,10,6,28,37,13,35,9,Y,1.0,0.75,0.7328463344638664,0.6086185082252745
94,20180501,BOS,KCA,6,7,29,51,12,51,15,Y,0.0,0.7241379310344828,0.7195908442141988,0.6011025685041101
95,20180502,BOS,KCA,5,4,30,32,10,33,10,Y,1.0,0.7333333333333333,0.7162507125331483,0.5984500863921032
15,20180503,BOS,TEX,5,11,31,36,9,35,11,N,0.0,0.7096774193548387,0.6874452849671149,0.5839089099361258
16,20180504,BOS,TEX,5,1,32,34,7,30,4,N,1.0,0.71875,0.69586134318421,0.5869855672238902
17,20180505,BOS,TEX,6,5,33,35,9,33,6,N,1.0,0.7272727272727273,0.6923076923076923,0.5846754706040418
18,20180506,BOS,TEX,6,1,34,36,10,32,5,N,1.0,0.7352941176470589,0.7023185810360266,0.5886112635170171
19,20180508,BOS,NYA,2,3,35,35,8,29,6,N,0.0,0.7142857142857143,0.6967049241021844,0.5849120559187545
20,20180509,BOS,NYA,6,9,36,36,12,33,12,N,0.0,0.6944444444444444,0.6806309448859093,0.5771661211754765
21,20180510,BOS,NYA,5,4,37,37,10,32,5,N,1.0,0.7027027027027027,0.678851807579233,0.5757503000631498
22,20180511,BOS,TOR,3,5,38,42,6,41,8,N,0.0,0.6842105263157895,0.669928770517188,0.5710939351809463
23,20180512,BOS,TOR,5,2,39,38,12,33,7,N,1.0,0.6923076923076923,0.6744013199946487,0.5724506956393973
24,20180513,BOS,TOR,5,3,40,33,8,35,10,N,1.0,0.7,0.6757767507998578,0.572487311381615
96,20180514,BOS,OAK,5,6,41,36,9,37,11,Y,0.0,0.6829268292682927,0.6685982414154723,0.5689339152561221
97,20180515,BOS,OAK,3,5,42,38,10,34,9,Y,0.0,0.6666666666666666,0.6605794102431454,0.5649465393040778
98,20180516,BOS,OAK,6,4,43,32,9,31,5,Y,1.0,0.6744186046511628,0.6613910051609733,0.5649065082826442
99,20180517,BOS,BAL,6,2,44,32,10,31,5,Y,1.0,0.6818181818181818,0.6674364896073903,0.5670162879460524
100,20180518,BOS,BAL,4,7,45,38,13,37,10,Y,0.0,0.6666666666666666,0.6566280595140657,0.562105631105624
101,20180519,BOS,BAL,6,3,46,29,6,32,6,Y,1.0,0.6739130434782609,0.6599991415203674,0.563128077227505
102,20180520,BOS,BAL,5,0,47,36,12,41,13,Y,1.0,0.6808510638297872,0.6688995015309375,0.5662999964053089
25,20180522,BOS,TBA,4,2,48,31,7,31,6,N,1.0,0.6875,0.6708955906103667,0.566612739604117
26,20180523,BOS,TBA,4,1,49,29,5,29,3,N,1.0,0.6938775510204082,0.6752542574492972,0.5678735860867178
27,20180524,BOS,TBA,3,6,50,33,7,33,12,N,0.0,0.68,0.6658959537572254,0.5636303591747952
103,20180525,BOS,ATL,6,2,51,29,7,34,7,Y,1.0,0.6862745098039216,0.6711409395973155,0.5653865774345693
104,20180526,BOS,ATL,8,6,52,35,10,36,11,Y,1.0,0.6923076923076923,0.6702338932780616,0.5648592424766304
105,20180527,BOS,ATL,1,7,53,30,4,36,9,Y,0.0,0.6792452830188679,0.6560832736314215,0.5587708871921825
106,20180528,BOS,TOR,8,3,54,33,11,32,7,Y,1.0,0.6851851851851852,0.6621621621621622,0.5609581843145126
107,20180529,BOS,TOR,8,3,55,35,13,34,8,Y,1.0,0.6909090909090909,0.6679381989270008,0.5630267011345711
108,20180530,BOS,TOR,6,4,56,34,11,33,6,Y,1.0,0.6964285714285714,0.6684200818916227,0.5629334683026528
28,20180531,BOS,HOU,2,4,57,33,6,28,7,N,0.0,0.6842105263157895,0.6630484237894053,0.5603842984774623
29,20180601,BOS,HOU,3,7,58,34,7,35,12,N,0.0,0.6724137931034483,0.6531301224148154,0.556239594966594
30,20180602,BOS,HOU,5,4,59,32,5,33,6,N,1.0,0.6779661016949152,0.6524182124789207,0.5556921954971368
31,20180603,BOS,HOU,9,3,60,39,15,32,5,N,1.0,0.6833333333333333,0.6593689632968448,0.558204850178535
109,20180605,BOS,DET,6,0,61,32,10,28,3,Y,1.0,0.6885245901639344,0.6676634668542997,0.5610648972714767
110,20180606,BOS,DET,7,1,62,35,12,35,7,Y,1.0,0.6935483870967742,0.6751232876712329,0.5636672467119264
111,20180607,BOS,DET,2,7,63,33,7,37,10,Y,0.0,0.6825396825396826,0.6645683932515737,0.5592846152144663
112,20180608,BOS,CHA,0,1,64,30,3,32,6,Y,0.0,0.671875,0.6626964912073506,0.5580747893666601
113,20180609,BOS,CHA,4,2,65,33,8,31,6,Y,1.0,0.676923076923077,0.6642755575080057,0.5583384373958201
114,20180610,BOS,CHA,2,5,66,34,7,35,8,Y,0.0,0.6666666666666666,0.6577091240235977,0.5555642802176375
32,20180611,BOS,BAL,2,0,67,39,6,41,5,N,1.0,0.6716417910447762,0.6603373277579772,0.5561268371659345
33,20180612,BOS,BAL,6,4,68,32,9,38,11,N,1.0,0.6764705882352942,0.6608808416666214,0.5561284983529438
34,20180613,BOS,BAL,5,1,69,33,9,30,4,N,1.0,0.6811594202898551,0.665452402066728,0.5575229142953615
35,20180614,BOS,SEA,2,1,70,34,8,29,6,N,1.0,0.6857142857142857,0.6661900756938604,0.5574106175567173
36,20180615,BOS,SEA,6,7,71,38,10,34,10,N,0.0,0.676056338028169,0.6614208201892744,0.5555389871705099
37,20180616,BOS,SEA,0,1,72,28,2,29,6,N,0.0,0.6666666666666666,0.6596927166186746,0.5544973721954681
38,20180617,BOS,SEA,9,3,73,38,13,35,8,N,1.0,0.6712328767123288,0.665543252260529,0.5565005013868979
39,20180619,BOS,MIN,2,6,74,35,8,28,5,N,0.0,0.6621621621621622,0.657851435056031,0.5534801678917356
40,20180620,BOS,MIN,1,4,75,30,4,31,8,N,0.0,0.6533333333333333,0.6523915020638511,0.551240619560858
41,20180621,BOS,MIN,9,2,76,42,16,29,4,N,1.0,0.6578947368421053,0.6598279910397006,0.5537579050826317
115,20180622,BOS,SEA,14,10,77,43,20,39,14,Y,1.0,0.6623376623376623,0.6599102305366907,0.5539384819170948
116,20180623,BOS,SEA,2,7,78,33,6,42,14,Y,0.0,0.6538461538461539,0.6512220563270816,0.5506485583155136
117,20180624,BOS,SEA,5,0,79,30,8,30,4,Y,1.0,0.6582278481012658,0.6568576947842885,0.5523832381451428
118,20180626,BOS,ANA,9,1,80,38,14,32,5,Y,1.0,0.6625,0.6651990109898681,0.5551936732592792
119,20180627,BOS,ANA,9,6,81,36,12,40,11,Y,1.0,0.6666666666666666,0.6657719124436884,0.5553410486074366
120,20180628,BOS,ANA,4,2,82,29,7,33,6,Y,1.0,0.6707317073170732,0.6670023559507051,0.555526739455033
42,20180629,BOS,NYA,1,8,83,32,6,32,11,N,0.0,0.6626506024096386,0.6563082682408841,0.5515628227300607
43,20180630,BOS,NYA,11,0,84,42,17,29,2,N,1.0,0.6666666666666666,0.6676898981989037,0.555443520084122
44,20180701,BOS,NYA,1,11,85,31,4,38,16,N,0.0,0.6588235294117647,0.6530236750349856,0.5501751559967926
45,20180702,BOS,WAS,4,3,86,32,7,35,9,N,1.0,0.6627906976744186,0.6529054022583156,0.5499332393282748
46,20180703,BOS,WAS,11,4,87,36,12,38,12,N,1.0,0.6666666666666666,0.6584229104441853,0.5517979113394229
47,20180704,BOS,WAS,3,0,88,34,9,33,6,N,1.0,0.6704545454545454,0.6613791967774829,0.5525463018735821
48,20180706,BOS,KCA,10,5,89,41,15,37,10,N,1.0,0.6741573033707865,0.6642715944845315,0.553500768732205
49,20180707,BOS,KCA,15,4,90,40,16,34,6,N,1.0,0.6777777777777778,0.6729737558658246,0.5565751537055553
50,20180708,BOS,KCA,7,4,91,35,14,39,12,N,1.0,0.6813186813186813,0.6741100752422327,0.55683720027618
121,20180709,BOS,TEX,5,0,92,33,9,33,5,Y,1.0,0.6847826086956522,0.6785638812577162,0.5581532311849849
122,20180710,BOS,TEX,8,4,93,32,12,33,7,Y,1.0,0.6881720430107527,0.6804665982610574,0.5587063354257455
123,20180711,BOS,TEX,4,2,94,33,11,35,9,Y,1.0,0.6914893617021277,0.6813962400732398,0.5587975031992396
124,20180712,BOS,TOR,6,4,95,32,8,37,11,Y,1.0,0.6947368421052632,0.681523694637119,0.5586856828223288
125,20180713,BOS,TOR,7,13,96,40,12,40,14,Y,0.0,0.6875,0.6715054969710568,0.5552169216065979
126,20180714,BOS,TOR,6,2,97,37,11,36,7,Y,1.0,0.6907216494845361,0.6741469976764094,0.5559510204462811
127,20180715,BOS,TOR,5,2,98,27,6,34,8,Y,1.0,0.6938775510204082,0.675908168888012,0.5563616182919425
51,20180720,BOS,DET,1,0,99,33,6,33,5,N,1.0,0.696969696969697,0.6767334693387735,0.5563413682854692
52,20180721,BOS,DET,0,5,100,34,8,31,7,N,0.0,0.69,0.670784712557542,0.5540711094022711
53,20180722,BOS,DET,9,1,101,35,9,32,5,N,1.0,0.693069306930693,0.676991797626814,0.556058741934215
54,20180723,BOS,BAL,5,3,102,30,7,35,11,N,1.0,0.696078431372549,0.6775189837614422,0.5560659830840212
55,20180724,BOS,BAL,6,7,103,35,9,31,9,N,0.0,0.6893203883495146,0.6742343822869706,0.5548584581101568
128,20180726,BOS,MIN,1,2,104,31,5,32,8,Y,0.0,0.6826923076923077,0.6727412022634894,0.5541029914267671
129,20180727,BOS,MIN,4,3,105,35,8,36,6,Y,1.0,0.6857142857142857,0.6725026105116603,0.5538440370902148
130,20180728,BOS,MIN,10,4,106,38,14,35,7,Y,1.0,0.6886792452830188,0.6758280241340028,0.5549029863794789
131,20180729,BOS,MIN,3,0,107,35,10,29,4,Y,1.0,0.6915887850467289,0.6781400219929832,0.5554404332758419
132,20180730,BOS,PHI,2,1,108,43,7,47,10,Y,1.0,0.6944444444444444,0.6785593872921393,0.5553390945576195
133,20180731,BOS,PHI,1,3,109,32,6,34,10,Y,0.0,0.6880733944954128,0.676,0.5542587911359871
134,20180802,BOS,NYA,15,7,110,44,19,35,8,Y,1.0,0.6909090909090909,0.6796527659977356,0.5555506013672239
135,20180803,BOS,NYA,4,1,111,30,7,27,1,Y,1.0,0.6936936936936937,0.6815278918705866,0.5559751332293971
136,20180804,BOS,NYA,4,1,112,29,6,30,5,Y,1.0,0.6964285714285714,0.6833799826271595,0.5563920743594216
137,20180805,BOS,NYA,5,4,113,40,10,35,6,Y,1.0,0.6991150442477876,0.6827479086103994,0.5560403174908268
56,20180807,BOS,TOR,10,7,114,38,9,40,13,N,1.0,0.7017543859649122,0.682556919487266,0.5559630746553988
57,20180808,BOS,TOR,10,5,115,34,12,36,9,N,1.0,0.7043478260869566,0.6844229676964466,0.5565419591419237
58,20180809,BOS,TOR,5,8,116,35,10,34,12,N,0.0,0.6982758620689655,0.679742667914928,0.554902934745097
59,20180810,BOS,BAL,19,12,117,41,16,41,17,N,1.0,0.7008547008547008,0.6807689214188047,0.5554316804070978
60,20180811,BOS,BAL,5,0,118,35,9,32,5,N,1.0,0.7033898305084746,0.6841210235153862,0.5563558589940353
61,20180811,BOS,BAL,6,4,119,30,7,32,7,N,1.0,0.7058823529411765,0.6841958376524998,0.556257895163742
62,20180812,BOS,BAL,4,1,120,35,9,31,5,N,1.0,0.7083333333333334,0.6858544813067655,0.556616698189155
63,20180814,BOS,PHI,2,1,121,32,6,29,2,N,1.0,0.7107438016528925,0.6861950905407316,0.5565077609047948
64,20180815,BOS,PHI,4,7,122,35,10,36,12,N,0.0,0.7049180327868853,0.6820870498703614,0.5550438352315185
138,20180817,BOS,TBA,7,3,123,35,11,32,7,Y,1.0,0.7073170731707317,0.6837695875281823,0.5554830917716814
139,20180818,BOS,TBA,5,2,124,27,4,32,5,Y,1.0,0.7096774193548387,0.6850854247320668,0.5557596684005729
140,20180819,BOS,TBA,0,2,125,28,2,30,4,Y,0.0,0.704,0.6832063799657151,0.5549178383555814
141,20180820,BOS,CLE,4,5,126,39,13,34,7,Y,0.0,0.6984126984126984,0.6810830101172389,0.5541002724858494
142,20180821,BOS,CLE,3,6,127,31,5,37,13,Y,0.0,0.6929133858267716,0.6774238387582532,0.5527923658866231
143,20180822,BOS,CLE,10,4,128,38,14,34,8,Y,1.0,0.6953125,0.6800731984208118,0.5535955152021895
144,20180823,BOS,CLE,7,0,129,35,12,29,5,Y,1.0,0.6976744186046512,0.6844244314232907,0.5548614725327352
65,20180824,BOS,TBA,3,10,130,38,13,35,11,N,0.0,0.6923076923076923,0.6772449754855072,0.5524719192149067
66,20180825,BOS,TBA,1,5,131,30,5,30,9,N,0.0,0.6870229007633588,0.6733788913787451,0.551083178112285
67,20180826,BOS,TBA,1,9,132,28,3,34,12,N,0.0,0.6818181818181818,0.6659701029880979,0.5486390043107889
145,20180828,BOS,MIA,8,7,133,35,12,39,13,Y,1.0,0.6842105263157895,0.6647966668622733,0.5482329809480596
146,20180829,BOS,MIA,14,6,134,37,16,34,9,Y,1.0,0.6865671641791045,0.668198947744004,0.5493228188922087
68,20180830,BOS,CHA,9,4,135,35,9,34,10,N,1.0,0.6888888888888889,0.6702000597193192,0.549892954784967
69,20180831,BOS,CHA,1,6,136,30,5,36,14,N,0.0,0.6838235294117647,0.6656831745853261,0.5483429617882226
70,20180901,BOS,CHA,6,1,137,36,9,31,5,N,1.0,0.6861313868613139,0.6684313232992639,0.549078948114007
71,20180902,BOS,CHA,0,8,138,31,5,39,15,N,0.0,0.6811594202898551,0.6616811705077938,0.546860580577065
72,20180903,BOS,ATL,8,2,139,36,10,34,8,N,1.0,0.6834532374100719,0.6647826393623775,0.5477350451685903
73,20180904,BOS,ATL,5,1,140,35,8,31,4,N,1.0,0.6857142857142857,0.666899033370031,0.5482613397096142
74,20180905,BOS,ATL,9,8,141,37,11,35,10,N,1.0,0.6879432624113475,0.6655543015295966,0.5478283228582543
147,20180907,BOS,HOU,3,6,142,34,8,35,10,Y,0.0,0.6830985915492958,0.6623949048010556,0.5467533613613412
148,20180908,BOS,HOU,3,5,143,36,10,35,11,Y,0.0,0.6783216783216783,0.6600775279654447,0.5459356803768395
149,20180909,BOS,HOU,6,5,144,37,14,36,11,Y,1.0,0.6805555555555556,0.6595195937957974,0.5456911503486437
150,20180911,BOS,TOR,7,2,145,30,7,31,5,Y,1.0,0.6827586206896552,0.6619342045618113,0.5463375302506677
151,20180912,BOS,TOR,1,0,146,26,4,31,4,Y,1.0,0.684931506849315,0.6625037398782007,0.5463404673005191
152,20180913,BOS,TOR,4,3,147,33,9,34,7,Y,1.0,0.6870748299319728,0.6623887174218528,0.5461941711945341
153,20180914,BOS,NYN,0,8,148,30,4,35,9,Y,0.0,0.6824324324324325,0.6560606506574272,0.5441774686582183
154,20180915,BOS,NYN,5,3,149,34,10,29,2,Y,1.0,0.6845637583892618,0.656547031631434,0.5442285550240198
155,20180916,BOS,NYN,4,3,150,28,6,30,6,Y,1.0,0.6866666666666666,0.6564635958395245,0.544099598973916
75,20180918,BOS,NYA,2,3,151,32,5,26,3,N,0.0,0.6821192052980133,0.6552552080248212,0.5436168952674907
76,20180919,BOS,NYA,1,10,152,35,9,36,11,N,0.0,0.6776315789473685,0.6480742782006781,0.5414165631205871
77,20180920,BOS,NYA,11,6,153,38,13,33,7,N,1.0,0.6797385620915033,0.6496788804161285,0.5418807855597839
78,20180921,BOS,CLE,7,5,154,35,13,36,9,N,1.0,0.6818181818181818,0.649784886799819,0.541858231042554
79,20180922,BOS,CLE,4,5,155,40,8,40,12,N,0.0,0.6774193548387096,0.6482335250733943,0.5413212306233111
80,20180923,BOS,CLE,3,4,156,40,8,36,9,N,0.0,0.6730769230769231,0.6468943012532513,0.5408335992310753
156,20180924,BOS,BAL,6,2,157,33,10,31,7,Y,1.0,0.6751592356687898,0.6487017345731065,0.5412805903894237
157,20180926,BOS,BAL,19,3,158,45,22,34,8,Y,1.0,0.6772151898734177,0.6567127451689947,0.5436779239076209
158,20180926,BOS,BAL,3,10,159,34,6,37,10,Y,0.0,0.6729559748427673,0.651014648664486,0.5419457108581769
159,20180928,BOS,NYA,6,11,160,34,6,41,13,Y,0.0,0.66875,0.646262281076463,0.5405365473726463
160,20180929,BOS,NYA,5,8,161,37,10,41,13,Y,0.0,0.6645962732919255,0.6431974448983302,0.5395975208477268
161,20180930,BOS,NYA,10,2,162,37,13,30,4,Y,1.0,0.6666666666666666,0.6470368512249312,0.5406679599493319
0,20180329,CHA,KCA,14,7,1,39,14,36,9,N,1.0,1.0,0.8,0.8403377003659405
1,20180331,CHA,KCA,4,3,2,34,8,31,6,N,1.0,1.0,0.7641509433962265,0.7532250318641449
2,20180402,CHA,TOR,2,4,3,30,6,28,4,N,0.0,0.6666666666666666,0.6711409395973155,0.6426267134283368
3,20180403,CHA,TOR,5,14,4,37,10,38,15,N,0.0,0.5,0.44357700496806246,0.45440274012703413
4,20180404,CHA,TOR,4,3,5,31,8,34,6,N,1.0,0.6,0.4667036625971143,0.47520041681542097
81,20180405,CHA,DET,7,9,6,39,11,45,17,Y,0.0,0.5,0.44751381215469616,0.4619727437151574
82,20180407,CHA,DET,1,6,7,34,8,33,6,Y,0.0,0.42857142857142855,0.3928263988522238,0.42619229846920254
83,20180408,CHA,DET,0,1,8,28,3,27,2,Y,0.0,0.375,0.38261598658468415,0.42431427521132276
84,20180409,CHA,TBA,4,5,9,35,9,39,14,Y,0.0,0.3333333333333333,0.3833523375142531,0.4273368427469906
85,20180410,CHA,TBA,5,6,10,33,6,34,11,Y,0.0,0.3,0.3861313868613139,0.4308693888420265
86,20180411,CHA,TBA,2,1,11,31,8,29,4,Y,1.0,0.36363636363636365,0.3982713915298185,0.44101884235738625
5,20180412,CHA,MIN,0,4,12,30,3,30,7,N,0.0,0.3333333333333333,0.3672883787661406,0.4253345365570658
6,20180416,CHA,OAK,1,8,13,31,6,32,8,N,0.0,0.3076923076923077,0.32262832571889277,0.4009510941381361
7,20180417,CHA,OAK,2,10,14,34,8,33,13,N,0.0,0.2857142857142857,0.28388998035363455,0.37894525816921526
8,20180418,CHA,OAK,11,12,15,58,17,54,16,N,0.0,0.26666666666666666,0.3076923076923077,0.39260655664103494
87,20180420,CHA,HOU,0,10,16,28,2,39,13,Y,0.0,0.25,0.2659655434857815,0.36899078584207157
88,20180421,CHA,HOU,1,10,17,31,4,36,13,Y,0.0,0.23529411764705882,0.23712510455251523,0.35246661966849946
89,20180422,CHA,HOU,1,7,18,31,9,37,10,Y,0.0,0.2222222222222222,0.22145328719723184,0.34480186919866646
90,20180423,CHA,SEA,10,4,19,41,18,33,9,Y,1.0,0.2631578947368421,0.26261269902167655,0.3722998297144977
91,20180424,CHA,SEA,0,1,20,32,5,32,5,Y,0.0,0.25,0.2595137671200417,0.37373755387090507
92,20180425,CHA,SEA,3,4,21,33,7,35,8,Y,0.0,0.23809523809523808,0.26269384138236596,0.377700519583925
9,20180426,CHA,KCA,6,3,22,35,9,38,12,N,1.0,0.2727272727272727,0.28334635791551843,0.3910768027261455
10,20180427,CHA,KCA,7,4,23,42,12,44,12,N,1.0,0.30434782608695654,0.30455707625206796,0.40375817930643165
11,20180428,CHA,KCA,8,0,24,40,15,32,6,N,1.0,0.3333333333333333,0.341779359430605,0.4243028648572467
12,20180428,CHA,KCA,2,5,25,31,6,31,8,N,0.0,0.32,0.33466082125765534,0.42181371255696976
13,20180429,CHA,KCA,4,5,26,36,10,33,12,N,0.0,0.3076923076923077,0.3366114776546745,0.42366687902306516
14,20180501,CHA,SLN,2,3,27,33,6,29,7,N,0.0,0.2962962962962963,0.33603493136345963,0.4245475083945854
15,20180502,CHA,SLN,2,3,28,30,6,25,4,N,0.0,0.2857142857142857,0.3354809019788311,0.4253822117443163
93,20180503,CHA,MIN,6,5,29,30,7,33,7,Y,1.0,0.3103448275862069,0.3452251294992695,0.4306003102866234
94,20180504,CHA,MIN,4,6,30,36,9,37,12,Y,0.0,0.3,0.3438619020571457,0.43055606884096614
95,20180505,CHA,MIN,4,8,31,36,11,36,11,Y,0.0,0.2903225806451613,0.33731444759206797,0.42793077510971944
96,20180506,CHA,MIN,3,5,32,30,5,32,4,Y,0.0,0.28125,0.33529323405077144,0.4277095324744006
97,20180508,CHA,PIT,6,10,33,36,11,40,16,Y,0.0,0.2727272727272727,0.33156867670073614,0.4261496654732992
98,20180509,CHA,PIT,5,6,34,35,10,34,7,Y,0.0,0.2647058823529412,0.33410404624277457,0.4278419020309071
16,20180511,CHA,CHN,2,11,35,29,5,39,15,N,0.0,0.2571428571428571,0.31606724976349726,0.41979595064629
17,20180512,CHA,CHN,4,8,36,35,8,33,9,N,0.0,0.25,0.3117260570456829,0.4182240628921484
18,20180513,CHA,CHN,5,3,37,32,7,29,3,N,1.0,0.2702702702702703,0.3205845263704473,0.42307520279534794
19,20180515,CHA,PIT,0,7,38,34,7,34,10,N,0.0,0.2631578947368421,0.30672817601135555,0.41738227024293395
20,20180516,CHA,PIT,2,3,39,35,8,27,4,N,0.0,0.2564102564102564,0.30674109178330133,0.41826358547412884
99,20180517,CHA,TEX,4,2,40,31,8,32,6,Y,1.0,0.275,0.31427804255890446,0.4224822374287084
100,20180518,CHA,TEX,5,12,41,37,9,35,10,Y,0.0,0.2682926829268293,0.3059013822174297,0.4187716394119014
101,20180519,CHA,TEX,5,3,42,32,8,31,5,Y,1.0,0.2857142857142857,0.31386887182516243,0.4230073340278229
102,20180520,CHA,TEX,3,0,43,31,8,30,2,Y,1.0,0.3023255813953488,0.3217768020832117,0.42735343508906204
103,20180521,CHA,BAL,2,3,44,35,10,31,5,Y,0.0,0.29545454545454547,0.32160437556973565,0.4279586065982272
104,20180522,CHA,BAL,3,2,45,36,13,32,7,Y,1.0,0.3111111111111111,0.32577960493332,0.4304161156755349
105,20180523,CHA,BAL,11,1,46,35,12,34,6,Y,1.0,0.32608695652173914,0.3518850987432675,0.44170774029121346
106,20180524,CHA,BAL,3,9,47,29,2,39,12,Y,0.0,0.3191489361702128,0.343069937149788,0.43829692914384366
21,20180525,CHA,DET,4,5,48,37,11,29,9,N,0.0,0.3125,0.34399375975039004,0.43905500367734934
22,20180526,CHA,DET,8,4,49,39,12,38,10,N,1.0,0.32653061224489793,0.3559348460113359,0.4441983266297289
23,20180527,CHA,DET,2,3,50,32,5,29,6,N,0.0,0.32,0.3554049809288759,0.4444468569675409
24,20180528,CHA,CLE,6,9,51,34,11,33,12,N,0.0,0.3137254901960784,0.35388281657881,0.4439529307387783
25,20180529,CHA,CLE,3,7,52,32,7,37,15,N,0.0,0.3076923076923077,0.3491284699806327,0.44232322115448947
26,20180530,CHA,CLE,1,9,53,30,5,36,13,N,0.0,0.3018867924528302,0.3372268972438817,0.4377948239120521
107,20180601,CHA,MIL,8,3,54,32,11,31,5,Y,1.0,0.3148148148148148,0.3495712854014328,0.44303903302670294
108,20180602,CHA,MIL,0,5,55,32,5,34,10,Y,0.0,0.3090909090909091,0.34199288256227756,0.4404477352834472
109,20180603,CHA,MIL,6,1,56,31,7,32,6,Y,1.0,0.32142857142857145,0.35285561224127776,0.44512046150469553
27,20180605,CHA,MIN,2,4,57,36,8,27,3,N,0.0,0.3157894736842105,0.35092644581695676,0.44473586390768916
28,20180605,CHA,MIN,6,3,58,35,9,34,10,N,1.0,0.3275862068965517,0.35850767928407307,0.4479528282617718
29,20180606,CHA,MIN,5,2,59,35,9,33,8,N,1.0,0.3389830508474576,0.36541855567292364,0.45090690097301905
30,20180607,CHA,MIN,2,7,60,31,6,32,9,N,0.0,0.3333333333333333,0.35903351757010293,0.44871475139946304
31,20180608,CHA,BOS,1,0,61,32,6,30,3,N,1.0,0.3442622950819672,0.36096559132989986,0.44989631644386846
32,20180609,CHA,BOS,2,4,62,31,6,33,8,N,0.0,0.3387096774193548,0.3590455290081291,0.44948151411742626
33,20180610,CHA,BOS,5,2,63,35,8,34,7,N,1.0,0.3492063492063492,0.36567326517293886,0.4522312853057118
110,20180611,CHA,CLE,0,4,64,29,2,34,7,Y,0.0,0.34375,0.36,0.45046077908861204
111,20180612,CHA,CLE,5,1,65,31,8,31,5,Y,1.0,0.35384615384615387,0.3679062379556417,0.453654104065023
112,20180613,CHA,CLE,3,2,66,27,4,38,14,Y,1.0,0.36363636363636365,0.37061760025735735,0.45492579658803917
113,20180614,CHA,CLE,2,5,67,33,7,34,6,Y,0.0,0.3582089552238806,0.3672883787661406,0.45395217702801816
114,20180615,CHA,DET,3,4,68,36,12,37,10,Y,0.0,0.35294117647058826,0.3672029384555591,0.4541528533048682
115,20180616,CHA,DET,5,7,69,32,7,37,10,Y,0.0,0.34782608695652173,0.3666184476999553,0.4540622183350752
116,20180617,CHA,DET,1,3,70,35,9,31,6,Y,0.0,0.34285714285714286,0.3643792969256713,0.45354882831544774
34,20180618,CHA,CLE,2,6,71,32,6,32,9,N,0.0,0.3380281690140845,0.36,0.45218416961890634
35,20180619,CHA,CLE,3,6,72,37,8,31,9,N,0.0,0.3333333333333333,0.3574510649982348,0.45145549710422933
36,20180620,CHA,CLE,0,12,73,29,2,36,12,N,0.0,0.3287671232876712,0.3426138286272888,0.44622800835932797
117,20180622,CHA,OAK,2,11,74,35,8,39,11,Y,0.0,0.32432432432432434,0.3329478103947185,0.44280721355470776
118,20180622,CHA,OAK,6,4,75,35,10,34,8,Y,1.0,0.3333333333333333,0.33806784628507686,0.4448634958549843
119,20180623,CHA,OAK,6,7,76,36,8,33,9,Y,0.0,0.32894736842105265,0.3396442527961191,0.44554514802526685
