index,Date,team,opponent,runs_scored,runs_allowed,game_number,at_bats,hits,opponent_at_bats,opponent_hits,home,win_loss,win_frac_actual,win_frac_cummulative_pythagorean,win_frac_cummulative_pythagenpat
70,20170902,BOS,NYA,1,5,136,32,6,34,9,N,0.0,0.5661764705882353,0.5725820350435651,0.5203149897363958
71,20170903,BOS,NYA,2,9,137,34,5,37,13,N,0.0,0.5620437956204379,0.566263570060162,0.5184968866767086
146,20170904,BOS,TOR,4,10,138,37,9,41,14,Y,0.0,0.5579710144927537,0.5607007559569911,0.5169143309086482
147,20170905,BOS,TOR,3,2,139,63,11,65,12,Y,1.0,0.5611510791366906,0.5612570689259406,0.5170202699523306
148,20170906,BOS,TOR,6,1,140,32,9,32,4,Y,1.0,0.5642857142857143,0.5648893729738788,0.5179951859502989
149,20170908,BOS,TBA,9,3,141,36,12,32,5,Y,1.0,0.5673758865248227,0.5689911626102462,0.5191207335514827
150,20170909,BOS,TBA,9,0,142,39,15,33,8,Y,1.0,0.5704225352112676,0.5755137804683766,0.520911573664675
151,20170910,BOS,TBA,1,4,143,30,5,36,9,Y,0.0,0.5664335664335665,0.5728945466674079,0.5201184136332606
152,20170912,BOS,OAK,11,1,144,39,16,29,3,Y,1.0,0.5694444444444444,0.5798894385342431,0.5220502960529633
153,20170913,BOS,OAK,3,7,145,34,9,35,8,Y,0.0,0.5655172413793104,0.5762364284257153,0.5209906869061225
154,20170914,BOS,OAK,6,2,146,31,9,31,8,Y,1.0,0.5684931506849316,0.5787963557340652,0.5216596253385892
72,20170915,BOS,TBA,13,6,147,67,21,57,13,N,1.0,0.5714285714285714,0.582882466739537,0.5228077975103711
73,20170916,BOS,TBA,3,1,148,34,7,31,5,N,1.0,0.5743243243243243,0.5841163758331307,0.5230839159953294
74,20170917,BOS,TBA,2,3,149,29,3,33,8,N,0.0,0.5704697986577181,0.5830661215282673,0.5227277047434483
75,20170918,BOS,BAL,10,8,150,44,12,40,11,N,1.0,0.5733333333333334,0.5834260075507989,0.5228288167197632
76,20170919,BOS,BAL,1,0,151,37,6,38,5,N,1.0,0.5761589403973509,0.5840921745459009,0.522932042365986
77,20170920,BOS,BAL,9,0,152,37,11,32,6,N,1.0,0.5789473684210527,0.590033028046289,0.5245386445543065
78,20170922,BOS,CIN,5,4,153,31,6,33,9,N,1.0,0.5816993464052288,0.5901639344262295,0.5245296690083333
79,20170923,BOS,CIN,5,0,154,31,7,28,3,N,1.0,0.5844155844155844,0.5934000492912531,0.5253614171628177
80,20170924,BOS,CIN,5,4,155,32,5,34,9,N,1.0,0.5870967741935483,0.5935074100211715,0.525345060241538
155,20170925,BOS,TOR,4,6,156,32,7,34,11,Y,0.0,0.5833333333333334,0.591441370961765,0.5247333541113861
156,20170926,BOS,TOR,4,9,157,35,8,39,13,Y,0.0,0.5796178343949044,0.5871229012149065,0.5235191438091906
157,20170927,BOS,TOR,10,7,158,37,13,36,10,Y,1.0,0.5822784810126582,0.5881614526793645,0.5238009362137631
158,20170928,BOS,HOU,2,12,159,34,6,44,17,Y,0.0,0.5786163522012578,0.5804775008720592,0.5216737086604671
159,20170929,BOS,HOU,2,3,160,31,5,33,6,Y,0.0,0.575,0.5795185627520818,0.5213560403443833
160,20170930,BOS,HOU,6,3,161,33,10,33,8,Y,1.0,0.577639751552795,0.5810645939833906,0.5217395586206034
161,20171001,BOS,HOU,3,4,162,33,7,33,8,Y,0.0,0.5740740740740741,0.5800043107951535,0.5214044085381124
81,20170404,CHA,DET,3,6,1,34,8,32,6,Y,0.0,0.0,0.2,0.21378724682435288
82,20170406,CHA,DET,11,2,2,34,10,30,4,Y,1.0,0.5,0.7538461538461538,0.7293564983053353
83,20170407,CHA,MIN,1,3,3,34,7,33,6,Y,0.0,0.3333333333333333,0.6502890173410405,0.6159611004938916
84,20170408,CHA,MIN,6,2,4,30,8,35,9,Y,1.0,0.5,0.7229508196721312,0.6640465819640169
85,20170409,CHA,MIN,1,4,5,32,5,34,8,Y,0.0,0.4,0.6261319534282018,0.5839911436674217
0,20170411,CHA,CLE,1,2,6,35,6,31,5,N,0.0,0.3333333333333333,0.5943820224719101,0.5580141843739787
1,20170412,CHA,CLE,2,1,7,31,4,30,3,N,1.0,0.42857142857142855,0.6097560975609756,0.5635776970739474
2,20170413,CHA,CLE,10,4,8,42,15,37,12,N,1.0,0.5,0.6801776790671848,0.6070112409426311
3,20170414,CHA,MIN,2,1,9,31,7,31,6,N,1.0,0.5555555555555556,0.6865596790371113,0.6058284393435464
4,20170415,CHA,MIN,0,6,10,28,1,34,11,N,0.0,0.5,0.5875536480686695,0.5468718551934022
5,20170416,CHA,MIN,3,1,11,38,10,36,7,N,1.0,0.5454545454545454,0.6097560975609756,0.5569483400636384
6,20170417,CHA,NYA,4,7,12,34,11,33,9,N,0.0,0.5,0.5600231414521262,0.5306610547499456
7,20170418,CHA,NYA,4,1,13,31,3,29,4,N,1.0,0.5384615384615384,0.5901639344262295,0.5450216913499463
8,20170419,CHA,NYA,1,9,14,32,6,33,11,N,0.0,0.5,0.5,0.5
86,20170421,CHA,CLE,0,3,15,27,3,29,6,Y,0.0,0.4666666666666667,0.4703232125367287,0.4858649569304802
87,20170422,CHA,CLE,0,7,16,29,3,36,9,Y,0.0,0.4375,0.40819449166950017,0.4566521733505499
88,20170423,CHA,CLE,6,2,17,33,10,31,6,Y,1.0,0.47058823529411764,0.448413874888823,0.47611016178225285
89,20170424,CHA,KCA,12,1,18,37,15,30,2,Y,1.0,0.5,0.5387015480619225,0.5178752514276438
90,20170425,CHA,KCA,10,5,19,36,14,34,8,Y,1.0,0.5263157894736842,0.5691111537723171,0.5320743658966413
91,20170426,CHA,KCA,5,2,20,33,9,37,9,Y,1.0,0.55,0.5854592947322594,0.5391752029347638
9,20170428,CHA,DET,7,3,21,39,12,33,7,N,1.0,0.5714285714285714,0.6044257916825639,0.5476319480582366
10,20170429,CHA,DET,6,4,22,37,9,37,8,N,1.0,0.5909090909090909,0.6097560975609756,0.5496892881714568
11,20170430,CHA,DET,3,7,23,34,8,35,14,N,0.0,0.5652173913043478,0.5823076456678591,0.536729053834258
12,20170501,CHA,KCA,1,6,24,32,5,30,9,N,0.0,0.5416666666666666,0.5530414174472407,0.523262591676766
13,20170502,CHA,KCA,6,0,25,35,11,30,4,N,1.0,0.56,0.5819170273408635,0.5355819452657168
14,20170503,CHA,KCA,1,6,26,31,2,30,9,N,0.0,0.5384615384615384,0.5545629534573812,0.5233238147335987
15,20170504,CHA,KCA,8,3,27,36,11,31,5,N,1.0,0.5555555555555556,0.5750442477876107,0.5319820021766375
16,20170505,CHA,BAL,2,4,28,37,12,34,9,N,0.0,0.5357142857142857,0.5639564124056999,0.5268726821325471
17,20170506,CHA,BAL,5,6,29,34,8,37,12,N,0.0,0.5172413793103449,0.5565862003421402,0.5236182707986824
18,20170507,CHA,BAL,0,4,30,35,8,34,11,N,0.0,0.5,0.5385690638219607,0.515841616427994
92,20170509,CHA,MIN,2,7,31,30,4,39,12,Y,0.0,0.4838709677419355,0.5165244110617958,0.5067263545091599
93,20170511,CHA,MIN,6,7,32,33,8,32,6,Y,0.0,0.46875,0.5117630777747024,0.5047735229756396
94,20170512,CHA,SDN,3,6,33,35,8,36,10,Y,0.0,0.45454545454545453,0.5,0.5
95,20170513,CHA,SDN,5,4,34,33,10,32,6,Y,1.0,0.47058823529411764,0.5036629545149605,0.5014645370676968
96,20170514,CHA,SDN,9,3,35,32,9,30,5,Y,1.0,0.4857142857142857,0.5245465954671851,0.5097810362503146
19,20170515,CHA,ANA,3,5,36,31,5,30,6,N,0.0,0.4722222222222222,0.5170598784265319,0.5067412764363655
20,20170516,CHA,ANA,6,7,37,42,11,42,13,N,0.0,0.4594594594594595,0.5130696621535045,0.505148062745121
21,20170517,CHA,ANA,8,12,38,40,15,35,13,N,0.0,0.4473684210526316,0.5,0.5
22,20170518,CHA,SEA,4,5,39,36,9,33,8,N,0.0,0.4358974358974359,0.4970149519719138,0.49882893122355704
23,20170519,CHA,SEA,2,1,40,35,7,31,1,N,1.0,0.45,0.5,0.5
24,20170520,CHA,SEA,16,1,41,43,19,28,5,N,1.0,0.4634146341463415,0.5421782178217822,0.5163872329306284
25,20170521,CHA,SEA,8,1,42,36,10,29,6,N,1.0,0.47619047619047616,0.5602195818920138,0.5232948623051173
26,20170522,CHA,ARI,1,5,43,30,4,30,7,N,0.0,0.46511627906976744,0.5485337841776948,0.5185856069422221
27,20170523,CHA,ARI,4,5,44,36,10,31,9,N,0.0,0.45454545454545453,0.5447648162301119,0.5170304197205312
28,20170524,CHA,ARI,6,8,45,36,11,31,10,N,0.0,0.4444444444444444,0.5381124170836727,0.5144564433691051
97,20170526,CHA,DET,8,2,46,36,14,35,6,Y,1.0,0.45652173913043476,0.5519680687749463,0.5196367198758746
98,20170527,CHA,DET,3,0,47,31,9,30,4,Y,1.0,0.46808510638297873,0.5589074553236766,0.5220553619307279
99,20170527,CHA,DET,3,4,48,34,8,36,11,Y,0.0,0.4583333333333333,0.5555178903318566,0.5206310568098116
100,20170528,CHA,DET,7,3,49,34,10,33,5,Y,1.0,0.46938775510204084,0.563570784490532,0.5235357375562392
101,20170529,CHA,BOS,5,4,50,28,5,30,4,Y,1.0,0.48,0.5645436694271323,0.5237699608610794
102,20170530,CHA,BOS,7,13,51,40,14,42,16,Y,0.0,0.47058823529411764,0.5485575326679297,0.5178758686086151
103,20170531,CHA,BOS,1,4,52,35,7,33,7,Y,0.0,0.46153846153846156,0.5415037522106974,0.5151480357147439
29,20170602,CHA,DET,5,15,53,34,8,39,18,N,0.0,0.4528301886792453,0.5188612099644128,0.5068831057539345
30,20170603,CHA,DET,1,10,54,33,9,38,15,N,0.0,0.4444444444444444,0.5,0.5
31,20170604,CHA,DET,4,7,55,37,13,34,11,N,0.0,0.43636363636363634,0.4939881932452512,0.4978246476292149
32,20170606,CHA,TBA,4,2,56,33,8,32,6,N,1.0,0.44642857142857145,0.49801980974488874,0.49928837190185227
33,20170607,CHA,TBA,1,3,57,30,4,31,6,N,0.0,0.43859649122807015,0.4941062951098074,0.4978983536274278
34,20170608,CHA,TBA,5,7,58,38,12,32,10,N,0.0,0.43103448275862066,0.49040395482307175,0.49658886777045586
35,20170609,CHA,CLE,3,7,59,33,9,33,10,N,0.0,0.423728813559322,0.4830557151062608,0.49400108725331066
36,20170610,CHA,CLE,5,3,60,35,14,32,5,N,1.0,0.43333333333333335,0.4870151770657673,0.49542770646188683
37,20170611,CHA,CLE,2,4,61,32,8,31,7,N,0.0,0.4262295081967213,0.4834907406784111,0.4942220804722487
104,20170612,CHA,BAL,10,7,62,37,14,35,13,Y,1.0,0.43548387096774194,0.48932506014942384,0.49626632814000016
105,20170613,CHA,BAL,6,1,63,31,8,32,9,Y,1.0,0.4444444444444444,0.498242536183987,0.4993887956904656
106,20170614,CHA,BAL,6,10,64,35,10,40,13,Y,0.0,0.4375,0.4914536157779401,0.4970305284513249
107,20170615,CHA,BAL,5,2,65,35,12,35,9,Y,1.0,0.4461538461538462,0.496621660180102,0.49883261031352355
38,20170616,CHA,TOR,11,4,66,39,14,31,8,N,1.0,0.45454545454545453,0.5082366734152206,0.502842069201514
39,20170617,CHA,TOR,5,2,67,33,8,31,6,N,1.0,0.4626865671641791,0.5130271044396117,0.5044718890750175
40,20170618,CHA,TOR,3,7,68,34,8,36,13,N,0.0,0.45588235294117646,0.5064099930147512,0.5021917065831188
41,20170620,CHA,MIN,7,9,69,43,16,36,11,N,0.0,0.4492753623188406,0.5031249694827199,0.5010673263094213
42,20170621,CHA,MIN,2,4,70,31,5,34,10,N,0.0,0.44285714285714284,0.5,0.5
43,20170622,CHA,MIN,9,0,71,44,18,33,7,N,1.0,0.4507042253521127,0.5137378643039249,0.504648119938201
108,20170623,CHA,OAK,0,3,72,31,7,32,5,Y,0.0,0.4444444444444444,0.5091177829099307,0.5030640815138658
109,20170624,CHA,OAK,2,10,73,33,5,43,15,Y,0.0,0.4383561643835616,0.4970149519719138,0.49899962732515546
110,20170625,CHA,OAK,3,5,74,32,6,38,12,Y,0.0,0.43243243243243246,0.49410050032629976,0.49803143598797284
111,20170626,CHA,NYA,5,6,75,38,11,31,6,Y,0.0,0.4266666666666667,0.4927434880967928,0.497585909884729
112,20170627,CHA,NYA,4,3,76,31,7,32,7,Y,1.0,0.4342105263157895,0.49425306338144465,0.49809703166364033
113,20170628,CHA,NYA,3,12,77,35,8,35,9,Y,0.0,0.42857142857142855,0.4817220035990429,0.49395356786470923
114,20170629,CHA,NYA,4,3,78,31,6,33,7,Y,1.0,0.4358974358974359,0.483291575199547,0.4944982238399545
115,20170630,CHA,TEX,8,7,79,38,14,35,11,Y,1.0,0.4430379746835443,0.4849965575631269,0.4950665370229091
116,20170701,CHA,TEX,4,10,80,30,4,37,10,Y,0.0,0.4375,0.47725408294495053,0.49253108348110314
117,20170702,CHA,TEX,6,5,81,25,5,38,9,Y,1.0,0.4444444444444444,0.4789012212518701,0.49309253714296924
44,20170703,CHA,OAK,7,2,82,36,11,33,5,N,1.0,0.45121951219512196,0.4856613585765028,0.4953239803022114
45,20170704,CHA,OAK,6,7,83,38,13,32,8,N,0.0,0.4457831325301205,0.4846190250828206,0.4949943601731815
46,20170705,CHA,OAK,4,7,84,31,5,31,9,N,0.0,0.44047619047619047,0.4810434793723019,0.49384715752818786
47,20170707,CHA,COL,4,12,85,35,11,38,15,N,0.0,0.43529411764705883,0.47152251226644654,0.4907611794851052
48,20170708,CHA,COL,5,4,86,32,9,34,8,N,1.0,0.4418604651162791,0.4730587988114176,0.49129093636291626
49,20170709,CHA,COL,0,10,87,26,1,35,12,N,0.0,0.4367816091954023,0.4613171374213376,0.4875225022166823
118,20170714,CHA,SEA,2,4,88,32,5,35,10,Y,0.0,0.4318181818181818,0.45920274596902133,0.48689618933750006
119,20170715,CHA,SEA,3,4,89,35,8,32,6,Y,0.0,0.42696629213483145,0.45835614184863843,0.4866771189458593
120,20170716,CHA,SEA,6,7,90,37,9,39,10,Y,0.0,0.4222222222222222,0.45782178217821784,0.48653191674696694
121,20170718,CHA,LAN,0,1,91,33,8,32,9,Y,0.0,0.4175824175824176,0.45670514062152767,0.48625604033619846
122,20170719,CHA,LAN,1,9,92,26,6,34,13,Y,0.0,0.41304347826086957,0.4479977075338045,0.48352302402584807
50,20170721,CHA,KCA,6,7,93,38,10,40,14,N,0.0,0.40860215053763443,0.4476329838386884,0.48343785959287233
51,20170722,CHA,KCA,2,7,94,34,8,30,9,N,0.0,0.40425531914893614,0.44256362095425705,0.4818798381603217
52,20170723,CHA,KCA,4,5,95,35,10,30,8,N,0.0,0.4,0.44203057585355515,0.48176756488317585
53,20170724,CHA,CHN,3,1,96,37,10,35,9,N,1.0,0.40625,0.44449279518954043,0.48262963882687143
54,20170725,CHA,CHN,2,7,97,32,7,33,10,N,0.0,0.4020618556701031,0.4395826924427801,0.4811376431394228
123,20170726,CHA,CHN,3,8,98,30,5,37,10,Y,0.0,0.3979591836734694,0.4349185418350419,0.47971560857808204
124,20170727,CHA,CHN,3,6,99,32,5,33,9,Y,0.0,0.3939393939393939,0.43235128541940326,0.4789697380003453
125,20170728,CHA,CLE,3,9,100,33,6,40,16,Y,0.0,0.39,0.4269122215679506,0.47730402340638667
126,20170729,CHA,CLE,4,5,101,35,10,34,8,Y,0.0,0.38613861386138615,0.42656075006308075,0.47726042710357097
127,20170730,CHA,CLE,3,1,102,29,4,34,8,Y,1.0,0.39215686274509803,0.4289340101522843,0.47810140937213425
128,20170731,CHA,TOR,7,6,103,36,10,34,9,Y,1.0,0.39805825242718446,0.43090303233680377,0.4787510617298401
129,20170801,CHA,TOR,4,8,104,36,11,37,13,Y,0.0,0.3942307692307692,0.42771032858467856,0.47780066788168046
130,20170802,CHA,TOR,1,5,105,35,8,34,7,Y,0.0,0.3904761904761905,0.4241445230750869,0.47677667723960054
55,20170803,CHA,BOS,5,9,106,34,7,38,15,N,0.0,0.3867924528301887,0.42125668582854287,0.47591191889079637
56,20170804,CHA,BOS,2,3,107,40,9,40,8,N,0.0,0.38317757009345793,0.42066539720745366,0.47582326225303234
57,20170805,CHA,BOS,1,4,108,32,8,30,5,N,0.0,0.37962962962962965,0.41813312855432944,0.4751356182329528
58,20170806,CHA,BOS,3,6,109,35,9,29,8,N,0.0,0.3761467889908257,0.41595649313424105,0.47453215510062013
131,20170808,CHA,HOU,8,5,110,36,13,33,9,Y,1.0,0.38181818181818183,0.4198605650586922,0.4757725090002312
132,20170809,CHA,HOU,7,1,111,32,11,34,6,Y,1.0,0.38738738738738737,0.4261544921011599,0.4777675961555526
133,20170810,CHA,HOU,3,2,112,41,11,42,12,Y,1.0,0.39285714285714285,0.42744929182622715,0.47824405138196635
134,20170811,CHA,KCA,6,3,113,33,9,34,7,Y,1.0,0.39823008849557523,0.4308758209977206,0.4793379694575442
135,20170812,CHA,KCA,4,5,114,33,9,35,10,Y,0.0,0.39473684210526316,0.43052726300089633,0.47928615779018213
136,20170813,CHA,KCA,6,14,115,36,9,42,16,Y,0.0,0.391304347826087,0.42450925903826026,0.4774591258088302
59,20170815,CHA,LAN,1,6,116,32,6,31,9,N,0.0,0.3879310344827586,0.4204726448906687,0.4763086931668796
60,20170816,CHA,LAN,4,5,117,36,12,30,9,N,0.0,0.38461538461538464,0.420222339862361,0.476293141274038
61,20170817,CHA,TEX,8,9,118,37,10,31,8,N,0.0,0.3813559322033898,0.4205440005133594,0.47640076703549894
62,20170818,CHA,TEX,4,3,119,33,9,30,6,N,1.0,0.3865546218487395,0.4219106536179707,0.47688280153397977
63,20170819,CHA,TEX,7,17,120,37,12,42,20,N,0.0,0.38333333333333336,0.41495972207473036,0.47475671627157395
64,20170820,CHA,TEX,3,2,121,34,9,32,6,N,1.0,0.3884297520661157,0.41617617196019885,0.475210760108457
137,20170821,CHA,MIN,7,6,122,28,6,33,8,Y,1.0,0.39344262295081966,0.417943889485531,0.47577812402026526
138,20170821,CHA,MIN,2,10,123,30,3,34,10,Y,0.0,0.3902439024390244,0.41210373394994715,0.4740665180034815
139,20170822,CHA,MIN,1,4,124,33,8,30,6,Y,0.0,0.3870967741935484,0.4099865143525819,0.4735195758371108
140,20170823,CHA,MIN,4,3,125,30,7,30,3,Y,1.0,0.392,0.4113322311811272,0.47399852158346967
141,20170824,CHA,MIN,5,1,126,29,5,31,5,Y,1.0,0.3968253968253968,0.41505154869668015,0.47518642864825067
142,20170825,CHA,DET,3,2,127,30,9,33,7,Y,1.0,0.4015748031496063,0.41621887582206635,0.47561436390019485
143,20170826,CHA,DET,3,6,128,34,7,35,9,Y,0.0,0.3984375,0.4144010723070161,0.4751336859093511
144,20170827,CHA,DET,7,1,129,33,10,31,5,Y,1.0,0.40310077519379844,0.41979776189834167,0.4767867210665935
65,20170829,CHA,MIN,4,6,130,35,10,29,8,N,0.0,0.4,0.41884236322551216,0.476553970000259
66,20170830,CHA,MIN,1,11,131,32,6,40,16,N,0.0,0.3969465648854962,0.41170258917415037,0.47449290888399476
67,20170831,CHA,MIN,4,5,132,38,12,34,9,N,0.0,0.3939393939393939,0.41154648202126803,0.47450467280680125
145,20170901,CHA,TBA,1,3,133,32,7,34,6,Y,0.0,0.39097744360902253,0.41026214894739854,0.4742145778164172
146,20170902,CHA,TBA,5,4,134,32,10,33,9,Y,1.0,0.39552238805970147,0.41166993081346215,0.47468334403206075
147,20170903,CHA,TBA,6,2,135,33,8,30,4,Y,1.0,0.4,0.4153082840896421,0.47580418869649593
148,20170904,CHA,CLE,3,5,136,31,6,34,10,Y,0.0,0.39705882352941174,0.4142966873290704,0.47556880224894926
149,20170905,CHA,CLE,4,9,137,36,10,35,10,Y,0.0,0.39416058394160586,0.4113527001175136,0.47474542937676906
150,20170906,CHA,CLE,1,5,138,28,3,35,8,Y,0.0,0.391304347826087,0.40873897545091664,0.4740586325610035
151,20170907,CHA,CLE,2,11,139,29,3,41,16,Y,0.0,0.38848920863309355,0.40292331099522655,0.4724019191759298
152,20170908,CHA,SFN,2,9,140,33,5,35,8,Y,0.0,0.38571428571428573,0.3985601758187588,0.47117850782853843
153,20170909,CHA,SFN,13,1,141,42,18,29,3,Y,1.0,0.3900709219858156,0.408370786202419,0.4740552331332831
154,20170910,CHA,SFN,8,1,142,35,13,31,5,Y,1.0,0.39436619718309857,0.41407673394300676,0.4757530405086164
68,20170911,CHA,KCA,11,3,143,45,17,36,9,N,1.0,0.3986013986013986,0.42074060423419224,0.47768746946539564
69,20170912,CHA,KCA,3,4,144,39,13,26,4,N,0.0,0.3958333333333333,0.4204222503784461,0.4776524301050976
70,20170913,CHA,KCA,5,3,145,36,10,34,8,N,1.0,0.4,0.4223153250141864,0.47824173908533674
71,20170914,CHA,DET,17,7,146,51,25,39,12,N,1.0,0.4041095890410959,0.4307021331809804,0.4806002465114123
72,20170915,CHA,DET,2,3,147,35,8,32,6,N,0.0,0.4013605442176871,0.43024264666946366,0.48052609516252087
73,20170916,CHA,DET,10,4,148,40,17,35,9,N,1.0,0.40540540540540543,0.4351196279307644,0.4819208480544248
74,20170917,CHA,DET,0,12,149,28,1,34,13,N,0.0,0.40268456375838924,0.42735378143346,0.47975861537147085
75,20170919,CHA,HOU,1,3,150,35,6,29,8,N,0.0,0.4,0.4261770759161538,0.47948830934507647
76,20170920,CHA,HOU,3,4,151,31,4,32,9,N,0.0,0.3973509933774834,0.4258478157353596,0.47944485855869473
77,20170921,CHA,HOU,3,1,152,31,6,28,3,N,1.0,0.40131578947368424,0.427419099160032,0.4799459763778427
155,20170922,CHA,KCA,7,6,153,33,10,38,12,Y,1.0,0.40522875816993464,0.42874023179432974,0.4803387013738727
156,20170923,CHA,KCA,2,8,154,34,8,38,12,Y,0.0,0.4025974025974026,0.42518413207638456,0.47938030096043155
157,20170924,CHA,KCA,8,1,155,35,10,33,5,Y,1.0,0.4064516129032258,0.43032123065602795,0.4808511870999667
158,20170925,CHA,ANA,4,2,156,30,7,32,5,Y,1.0,0.41025641025641024,0.431936415525635,0.48134713926467243
159,20170926,CHA,ANA,3,9,157,32,6,35,10,Y,0.0,0.40764331210191085,0.42850886442875924,0.48042215794404947
160,20170927,CHA,ANA,6,4,158,35,9,34,6,Y,1.0,0.41139240506329117,0.43029531103716256,0.4809500287436402
161,20170928,CHA,ANA,5,4,159,31,10,31,5,Y,1.0,0.41509433962264153,0.43136094674556213,0.48128015271878555
78,20170929,CHA,CLE,1,10,160,33,5,33,9,N,0.0,0.4125,0.42601836966032075,0.4798340209176336
79,20170930,CHA,CLE,2,1,161,32,8,29,3,N,1.0,0.4161490683229814,0.426808952060688,0.48011210934000387
80,20171001,CHA,CLE,1,3,162,32,4,28,5,N,0.0,0.41358024691358025,0.4257094930459945,0.4798654287604349
0,20170402,CHN,SLN,3,4,1,34,8,35,11,N,0.0,0.0,0.36,0.3768663888054047
1,20170404,CHN,SLN,2,1,2,31,5,31,4,N,1.0,0.5,0.5,0.5
2,20170406,CHN,SLN,6,4,3,38,10,34,7,N,1.0,0.6666666666666666,0.599009900990099,0.5704036207923684
3,20170407,CHN,MIL,1,2,4,36,6,38,7,N,0.0,0.5,0.5433962264150943,0.5275988057481735
4,20170408,CHN,MIL,11,6,5,43,17,34,7,N,1.0,0.6,0.6466992665036675,0.5988213376509663
5,20170409,CHN,MIL,7,4,6,37,11,31,4,N,1.0,0.6666666666666666,0.6711409395973155,0.6130419377355097
81,20170410,CHN,LAN,3,2,7,32,6,32,6,Y,1.0,0.7142857142857143,0.673053152039555,0.6083716282654082
82,20170412,CHN,LAN,0,2,8,28,5,32,5,Y,0.0,0.625,0.6353558926487748,0.5789237387743943
83,20170413,CHN,LAN,4,0,9,29,8,32,6,Y,1.0,0.6666666666666666,0.6865596790371113,0.6058284393435464
84,20170414,CHN,PIT,2,4,10,35,7,34,10,Y,0.0,0.6,0.6439458086367486,0.5780728583090055
85,20170415,CHN,PIT,7,8,11,37,9,36,10,Y,0.0,0.5454545454545454,0.6071736011477762,0.557870993206928
86,20170416,CHN,PIT,1,6,12,33,7,30,6,Y,0.0,0.5,0.5443568260226712,0.5231525828404997
87,20170417,CHN,MIL,3,6,13,34,9,36,10,Y,0.0,0.46153846153846156,0.5100999795960008,0.5051741200266384
88,20170418,CHN,MIL,9,7,14,36,14,36,10,Y,1.0,0.5,0.526069215656642,0.5133883509603466
89,20170419,CHN,MIL,7,4,15,36,9,32,6,Y,1.0,0.5333333333333333,0.5475113122171946,0.5241447498988809
6,20170421,CHN,CIN,6,5,16,41,10,41,10,N,1.0,0.5625,0.5509618450419811,0.5256011232148026
7,20170422,CHN,CIN,12,8,17,36,9,41,14,N,1.0,0.5882352941176471,0.5697214372224465,0.5352914238757066
8,20170423,CHN,CIN,5,7,18,35,9,31,6,N,0.0,0.5555555555555556,0.553103833531178,0.5265376324314884
9,20170424,CHN,PIT,14,3,19,42,17,33,7,N,1.0,0.5789473684210527,0.60629786261287,0.5534386346025385
10,20170425,CHN,PIT,1,0,20,29,2,31,5,N,1.0,0.6,0.6109008754589099,0.5543259358350652
11,20170426,CHN,PIT,5,6,21,38,12,32,10,N,0.0,0.5714285714285714,0.5999899000101,0.5483332991048151
12,20170428,CHN,BOS,4,5,22,38,11,33,13,N,0.0,0.5454545454545454,0.5910205970840083,0.5433385230694261
13,20170429,CHN,BOS,7,4,23,38,10,34,10,N,1.0,0.5652173913043478,0.5999000166638894,0.5471758191413658
14,20170430,CHN,BOS,2,6,24,32,5,29,6,N,0.0,0.5416666666666666,0.5791439688715954,0.5367254728504042
90,20170501,CHN,PHI,2,10,25,30,4,37,12,Y,0.0,0.52,0.5419427604680671,0.51921330059771
91,20170502,CHN,PHI,8,3,26,33,11,31,4,Y,1.0,0.5384615384615384,0.5600231414521262,0.5272999617021034
92,20170503,CHN,PHI,5,4,27,32,9,33,8,Y,1.0,0.5555555555555556,0.5617779108051482,0.5277955132947966
93,20170504,CHN,PHI,5,4,28,45,13,51,15,Y,1.0,0.5714285714285714,0.5634133392941966,0.5282354708252093
94,20170505,CHN,NYA,2,3,29,32,4,34,11,Y,0.0,0.5517241379310345,0.5586206896551724,0.5257107289025014
95,20170506,CHN,NYA,6,11,30,35,7,39,14,Y,0.0,0.5333333333333333,0.5380072212524808,0.5166048001868594
96,20170507,CHN,NYA,4,5,31,65,11,63,10,Y,0.0,0.5161290322580645,0.5335193017187079,0.5144974598171899
15,20170509,CHN,COL,4,10,32,34,8,37,15,N,0.0,0.5,0.5128184059161873,0.5055119851202539
16,20170509,CHN,COL,8,1,33,36,8,33,7,N,1.0,0.5151515151515151,0.5342277195091216,0.514598857991771
17,20170510,CHN,COL,0,3,34,30,3,29,6,N,0.0,0.5,0.5246763137852247,0.5103700542529117
18,20170512,CHN,SLN,3,2,35,33,6,30,4,N,1.0,0.5142857142857142,0.5273351673713558,0.5113520639293994
19,20170513,CHN,SLN,3,5,36,33,6,28,8,N,0.0,0.5,0.520762555228925,0.5085418322332437
20,20170514,CHN,SLN,0,5,37,29,4,35,12,N,0.0,0.4864864864864865,0.5058477532316531,0.5023777428537441
97,20170516,CHN,CIN,9,5,38,36,13,37,10,Y,1.0,0.5,0.516849146499227,0.5068283174814832
98,20170517,CHN,CIN,7,5,39,29,6,35,9,Y,1.0,0.5128205128205128,0.5217288615965989,0.5087620012780915
99,20170518,CHN,CIN,9,5,40,31,9,39,12,Y,1.0,0.525,0.5313826437001944,0.5126161319275084
100,20170519,CHN,MIL,3,6,41,33,6,35,9,Y,0.0,0.5121951219512195,0.5230057138374237,0.5091764041182939
101,20170521,CHN,MIL,13,6,42,35,14,40,13,Y,1.0,0.5238095238095238,0.5389650502506593,0.5155586921513199
