index,Date,team,opponent,runs_scored,runs_allowed,game_number,at_bats,hits,opponent_at_bats,opponent_hits,home,win_loss,win_frac_actual,win_frac_cummulative_pythagorean,win_frac_cummulative_pythagenpat
23,20170522,ANA,TBA,3,2,47,29,5,32,7,N,1.0,0.5106382978723404,0.48485196235942163,0.49438994800044145
24,20170523,ANA,TBA,4,0,48,32,9,29,3,N,1.0,0.5208333333333334,0.49500012499687507,0.49816546502812953
25,20170524,ANA,TBA,2,5,49,31,4,29,7,N,0.0,0.5102040816326531,0.4877168415080218,0.4955227187256287
26,20170525,ANA,TBA,0,4,50,31,6,32,9,N,0.0,0.5,0.47811268505698157,0.4920878402260601
27,20170526,ANA,MIA,5,8,51,37,9,36,14,N,0.0,0.49019607843137253,0.4717207647843486,0.48979706526126776
28,20170527,ANA,MIA,5,2,52,35,8,32,8,N,1.0,0.5,0.47912743082833803,0.4925200890155158
29,20170528,ANA,MIA,2,9,53,30,4,34,12,N,0.0,0.49056603773584906,0.4638482772722626,0.48707803916615255
104,20170529,ANA,ATL,3,6,54,33,7,34,8,Y,0.0,0.48148148148148145,0.45794603508014253,0.4850329020741419
105,20170530,ANA,ATL,9,3,55,38,10,31,7,Y,1.0,0.4909090909090909,0.47194436416858554,0.4900552801852627
106,20170531,ANA,ATL,2,1,56,28,6,32,6,Y,1.0,0.5,0.47426599171652095,0.4909557969398102
107,20170601,ANA,MIN,2,4,57,34,9,35,8,Y,0.0,0.49122807017543857,0.4703650551618979,0.48964861559203887
108,20170602,ANA,MIN,5,11,58,34,9,42,15,Y,0.0,0.4827586206896552,0.4590851163726608,0.4856999093303487
109,20170603,ANA,MIN,7,2,59,34,12,32,6,Y,1.0,0.4915254237288136,0.46984638035221693,0.4895176390592583
110,20170604,ANA,MIN,2,3,60,30,7,34,8,Y,0.0,0.48333333333333334,0.46815983509077935,0.48900381932914366
30,20170606,ANA,DET,5,3,61,30,6,34,10,N,1.0,0.4918032786885246,0.4725696898915081,0.4905757299630485
31,20170607,ANA,DET,0,4,62,28,3,31,7,N,0.0,0.4838709677419355,0.4650234386813851,0.48806041249488796
32,20170608,ANA,DET,11,4,63,39,15,40,15,N,1.0,0.49206349206349204,0.4792150363263586,0.49291754911565605
33,20170609,ANA,HOU,9,4,64,36,13,33,8,N,1.0,0.5,0.48893124574540503,0.4962372520388957
34,20170610,ANA,HOU,1,3,65,29,2,30,10,N,0.0,0.49230769230769234,0.48535113018981824,0.49505303414717877
35,20170611,ANA,HOU,12,6,66,37,12,37,10,N,1.0,0.5,0.4964539453002201,0.49880204082209545
111,20170612,ANA,NYA,3,5,67,32,5,38,11,Y,0.0,0.4925373134328358,0.49300733496332516,0.49764824223656434
112,20170613,ANA,NYA,3,2,68,41,10,41,7,Y,1.0,0.5,0.49480083378887363,0.4982618352826849
113,20170614,ANA,NYA,7,5,69,35,12,36,14,Y,1.0,0.5072463768115942,0.49830221202460495,0.4994337857266622
114,20170615,ANA,KCA,2,7,70,32,6,42,15,Y,0.0,0.5,0.48996756514931217,0.4966666357326576
115,20170616,ANA,KCA,1,3,71,30,3,36,10,Y,0.0,0.49295774647887325,0.48671330986459493,0.4956121462147882
116,20170617,ANA,KCA,9,0,72,35,13,30,2,Y,1.0,0.5,0.5016366568270823,0.5005383817908943
117,20170618,ANA,KCA,3,7,73,35,12,35,10,Y,0.0,0.4931506849315068,0.49516919486581096,0.4984159411289056
36,20170620,ANA,NYA,8,3,74,40,14,30,4,N,1.0,0.5,0.5031645252711378,0.5010348396857616
37,20170621,ANA,NYA,4,8,75,32,7,34,12,N,0.0,0.49333333333333335,0.4968944398900516,0.4989867311227002
38,20170622,ANA,NYA,10,5,76,36,11,34,8,N,1.0,0.5,0.5045522577079832,0.5014839079212131
39,20170623,ANA,BOS,4,9,77,35,10,33,10,N,0.0,0.4935064935064935,0.4970238358858074,0.4990316595645188
40,20170624,ANA,BOS,6,3,78,35,9,33,6,N,1.0,0.5,0.5014684256148628,0.5004760820167944
41,20170625,ANA,BOS,4,2,79,34,10,33,8,N,1.0,0.5063291139240507,0.5043667289577056,0.5014090698542025
42,20170626,ANA,LAN,4,0,80,32,8,31,5,N,1.0,0.5125,0.5101292065419973,0.5032508918039115
43,20170627,ANA,LAN,0,4,81,31,5,27,4,N,0.0,0.5061728395061729,0.504316466335703,0.5013776964025127
118,20170628,ANA,LAN,3,2,82,35,8,30,4,Y,1.0,0.5121951219512195,0.5057140991314569,0.5018148199036033
119,20170629,ANA,LAN,2,6,83,33,6,36,9,Y,0.0,0.5060240963855421,0.5,0.5
120,20170630,ANA,SEA,0,10,84,30,5,41,17,Y,0.0,0.5,0.4860751245093324,0.49560504537364547
121,20170701,ANA,SEA,4,0,85,29,7,29,3,Y,1.0,0.5058823529411764,0.4916903245607305,0.49739119504200063
122,20170702,ANA,SEA,3,5,86,30,6,33,7,Y,0.0,0.5,0.48904241187022013,0.49657173882127964
44,20170703,ANA,MIN,5,9,87,37,12,36,13,N,0.0,0.4942528735632184,0.4838751625487646,0.49496000903098286
45,20170704,ANA,MIN,4,5,88,33,9,31,11,N,0.0,0.48863636363636365,0.48274086794621796,0.4946217734570954
46,20170705,ANA,MIN,2,1,89,31,7,34,7,N,1.0,0.4943820224719101,0.4841309823677582,0.49508140849708576
47,20170707,ANA,TEX,0,10,90,27,3,34,12,N,0.0,0.4888888888888889,0.4713030447517199,0.4911224216448089
48,20170708,ANA,TEX,2,5,91,33,7,32,10,N,0.0,0.4835164835164835,0.4676922665400549,0.4900396250425476
49,20170709,ANA,TEX,3,0,92,29,5,26,2,N,1.0,0.4891304347826087,0.47167225301164833,0.491313839014765
123,20170714,ANA,TBA,1,2,93,35,5,33,4,Y,0.0,0.4838709677419355,0.47050068327378697,0.4909995490459129
124,20170715,ANA,TBA,3,6,94,33,8,39,14,Y,0.0,0.4787234042553192,0.46704095749815,0.4899695410542677
125,20170716,ANA,TBA,4,3,95,30,8,32,9,Y,1.0,0.4842105263157895,0.4685845254089939,0.49047388102112366
126,20170718,ANA,WAS,3,4,96,30,4,37,12,Y,0.0,0.4791666666666667,0.4676150835559421,0.49021312487148816
127,20170719,ANA,WAS,7,0,97,32,9,28,1,Y,1.0,0.4845360824742268,0.4765271622773127,0.4929349130846797
128,20170721,ANA,BOS,2,6,98,33,7,35,9,Y,0.0,0.47959183673469385,0.47187051845908345,0.49155648228198284
129,20170722,ANA,BOS,7,3,99,34,10,32,6,Y,1.0,0.48484848484848486,0.47703751333498956,0.49312552485177474
130,20170723,ANA,BOS,3,2,100,29,5,32,6,Y,1.0,0.49,0.4783755061021041,0.4935524658586369
50,20170725,ANA,CLE,7,11,101,43,13,39,13,N,0.0,0.48514851485148514,0.474134973941332,0.4922826778227087
51,20170726,ANA,CLE,4,10,102,36,12,37,17,N,0.0,0.4803921568627451,0.46762659244192273,0.49034538552033924
52,20170727,ANA,CLE,1,2,103,32,7,26,5,N,0.0,0.47572815533980584,0.4665887074269464,0.4900805361423273
53,20170728,ANA,TOR,7,2,104,38,11,33,6,N,1.0,0.4807692307692308,0.4726232889555597,0.4918965081813599
54,20170729,ANA,TOR,6,5,105,33,7,34,8,N,1.0,0.4857142857142857,0.47408732144626303,0.492345034733535
55,20170730,ANA,TOR,10,11,106,37,14,34,12,N,0.0,0.4811320754716981,0.4735867351885969,0.49218675338766404
131,20170801,ANA,PHI,7,1,107,35,13,34,8,Y,1.0,0.48598130841121495,0.48035693011508496,0.4942081491767742
132,20170802,ANA,PHI,7,0,108,33,10,31,6,Y,1.0,0.49074074074074076,0.48808403262719324,0.49649854196696447
133,20170803,ANA,PHI,5,4,109,29,6,36,10,Y,1.0,0.4954128440366973,0.48927162136651,0.4968554253949864
134,20170804,ANA,OAK,8,6,110,36,13,34,6,Y,1.0,0.5,0.491543945116092,0.4975239202566714
135,20170805,ANA,OAK,0,5,111,32,6,36,9,Y,0.0,0.4954954954954955,0.48633273267961574,0.49601203963441426
136,20170806,ANA,OAK,10,11,112,40,12,44,18,Y,0.0,0.49107142857142855,0.4855996952316451,0.4957932345046654
137,20170807,ANA,BAL,2,6,113,30,5,33,9,Y,0.0,0.48672566371681414,0.48163884736927565,0.4946499112049484
138,20170808,ANA,BAL,3,2,114,29,6,36,8,Y,1.0,0.49122807017543857,0.48274625610758837,0.4949907682394883
139,20170809,ANA,BAL,5,1,115,31,10,30,4,Y,1.0,0.4956521739130435,0.4868841944515144,0.49620505662078124
56,20170810,ANA,SEA,6,3,116,34,8,32,8,N,1.0,0.5,0.49000099990001,0.49711393251700825
57,20170811,ANA,SEA,6,5,117,38,11,35,10,N,1.0,0.5042735042735043,0.491098628255472,0.497435346285427
58,20170812,ANA,SEA,6,3,118,33,8,36,13,N,1.0,0.5084745762711864,0.4941178505934051,0.49830926251691615
59,20170813,ANA,SEA,4,2,119,32,6,33,8,N,1.0,0.5126050420168067,0.49610142377827515,0.4988829515289883
60,20170815,ANA,WAS,1,3,120,29,3,32,9,N,0.0,0.5083333333333333,0.4941749549454444,0.4983370361272558
61,20170816,ANA,WAS,3,2,121,30,4,32,6,N,1.0,0.512396694214876,0.49516919486581096,0.49862551260982846
62,20170818,ANA,BAL,7,9,122,36,11,37,11,N,0.0,0.5081967213114754,0.49333997193681256,0.498105575847966
63,20170819,ANA,BAL,5,1,123,33,7,33,7,N,1.0,0.5121951219512195,0.49716180148184214,0.49919516398455865
64,20170820,ANA,BAL,5,4,124,31,6,35,9,N,1.0,0.5161290322580645,0.4981238339962688,0.49946914016123334
140,20170821,ANA,TEX,3,5,125,32,5,34,7,Y,0.0,0.512,0.4962756568749502,0.49894876115654957
141,20170822,ANA,TEX,10,1,126,41,16,34,9,Y,1.0,0.5158730158730159,0.5046081970694415,0.5012986086684127
142,20170823,ANA,TEX,5,7,127,37,8,39,13,Y,0.0,0.5118110236220472,0.5027347106325483,0.5007695898883233
143,20170824,ANA,TEX,0,3,128,33,7,31,5,Y,0.0,0.5078125,0.5,0.5
144,20170825,ANA,HOU,1,2,129,32,6,35,8,Y,0.0,0.5038759689922481,0.4990933824315105,0.49974673897186206
145,20170826,ANA,HOU,7,6,130,31,8,36,8,Y,1.0,0.5076923076923077,0.5,0.5
146,20170827,ANA,HOU,5,7,131,32,8,34,9,Y,0.0,0.5038167938931297,0.4982269559285375,0.499505873717781
147,20170828,ANA,OAK,3,1,132,31,9,30,4,Y,1.0,0.5075757575757576,0.5,0.5
148,20170829,ANA,OAK,8,2,133,31,8,33,7,Y,1.0,0.5112781954887218,0.5052537954301487,0.5014567304575365
149,20170830,ANA,OAK,10,8,134,34,11,37,11,Y,1.0,0.5149253731343284,0.5068962237230096,0.5019125682963215
65,20170901,ANA,TEX,9,10,135,40,14,36,11,N,0.0,0.5111111111111111,0.505937025660209,0.5016472001903993
66,20170902,ANA,TEX,7,4,136,38,9,35,6,N,1.0,0.5147058823529411,0.5084027679706257,0.5023277870378885
67,20170903,ANA,TEX,6,7,137,38,12,31,10,N,0.0,0.5109489051094891,0.5074808780548473,0.5020701425440368
68,20170904,ANA,OAK,11,9,138,46,14,45,16,N,1.0,0.5144927536231884,0.5089935488183975,0.5024902377329379
69,20170905,ANA,OAK,8,7,139,37,9,40,13,N,1.0,0.5179856115107914,0.5096921426837893,0.5026820229030313
70,20170906,ANA,OAK,1,3,140,34,7,31,7,N,0.0,0.5142857142857142,0.5080510078669107,0.5022207456130552
71,20170908,ANA,SEA,3,4,141,34,8,35,11,N,0.0,0.5106382978723404,0.5072053904858848,0.5019825844908803
72,20170909,ANA,SEA,1,8,142,33,7,35,11,N,0.0,0.5070422535211268,0.5015898211008942,0.5004365513841966
73,20170910,ANA,SEA,5,3,143,34,8,33,8,N,1.0,0.5104895104895105,0.5031595261209953,0.5008656850260584
150,20170912,ANA,HOU,0,1,144,27,2,32,6,Y,0.0,0.5069444444444444,0.5023677846730015,0.5006463162261227
151,20170913,ANA,HOU,9,1,145,36,13,28,5,Y,1.0,0.5103448275862069,0.508613299812981,0.5023473067820791
152,20170914,ANA,HOU,2,5,146,32,5,35,10,Y,0.0,0.5068493150684932,0.5062302877383668,0.5016938047715152
153,20170915,ANA,TEX,7,6,147,31,9,32,8,Y,1.0,0.5102040816326531,0.5069387561003157,0.5018845238859068
154,20170916,ANA,TEX,2,0,148,26,4,29,3,Y,1.0,0.5135135135135135,0.5084674451651593,0.502291884574567
155,20170917,ANA,TEX,2,4,149,26,4,32,5,Y,0.0,0.5100671140939598,0.5068962237230096,0.5018618301357841
156,20170919,ANA,CLE,3,6,150,30,7,38,14,Y,0.0,0.5066666666666667,0.5045661148409157,0.5012304272324477
157,20170920,ANA,CLE,5,6,151,36,11,39,13,Y,0.0,0.5033112582781457,0.5037735311707915,0.5010154105398388
158,20170921,ANA,CLE,1,4,152,29,5,32,6,Y,0.0,0.5,0.5015037559980643,0.5004035469519968
74,20170922,ANA,HOU,0,3,153,27,2,27,3,N,0.0,0.49673202614379086,0.4992498128753046,0.49979930484550344
75,20170923,ANA,HOU,2,6,154,30,5,31,8,N,0.0,0.4935064935064935,0.4962714910588076,0.49900451047790606
76,20170924,ANA,HOU,7,5,155,39,11,35,9,N,1.0,0.4967741935483871,0.49778271600082596,0.4994086833729192
77,20170925,ANA,CHA,2,4,156,32,5,30,7,N,0.0,0.4935897435897436,0.4963208739372767,0.49902118280597696
78,20170926,ANA,CHA,9,3,157,35,10,32,6,N,1.0,0.4968152866242038,0.5007293942144302,0.5001938296354238
79,20170927,ANA,CHA,4,6,158,34,6,35,9,N,0.0,0.4936708860759494,0.4992758874180589,0.4998078714008826
80,20170928,ANA,CHA,4,5,159,31,5,31,10,N,0.0,0.49056603773584906,0.4985611540579596,0.4996188965660023
159,20170929,ANA,SEA,6,5,160,32,9,37,10,Y,1.0,0.49375,0.49928622448927606,0.49981119485955766
160,20170930,ANA,SEA,4,6,161,36,10,38,13,Y,0.0,0.4906832298136646,0.49787385794578415,0.4994384547690836
161,20171001,ANA,SEA,6,2,162,31,8,32,6,Y,1.0,0.49382716049382713,0.5007047212849667,0.5001857691377866
81,20170402,ARI,SFN,6,5,1,38,13,34,11,Y,1.0,1.0,0.5901639344262295,0.589728261773052
82,20170404,ARI,SFN,4,8,2,34,7,43,15,Y,0.0,0.5,0.37174721189591076,0.3844396568362151
83,20170405,ARI,SFN,8,6,3,36,12,36,10,Y,1.0,0.6666666666666666,0.472992700729927,0.47723235505222633
84,20170406,ARI,SFN,9,3,4,34,11,31,4,Y,1.0,0.75,0.6009892827699918,0.5800917784692528
85,20170407,ARI,CLE,7,3,5,34,11,34,6,Y,1.0,0.8,0.6490735541830432,0.6119539467289352
86,20170408,ARI,CLE,11,2,6,38,15,33,7,Y,1.0,0.8333333333333334,0.7352941176470589,0.6742627406885048
87,20170409,ARI,CLE,3,2,7,32,8,34,7,Y,1.0,0.8571428571428571,0.7325914149443561,0.6623210110413954
0,20170410,ARI,SFN,1,4,8,31,4,29,6,N,0.0,0.75,0.6879656160458453,0.6226154152286751
1,20170411,ARI,SFN,4,3,9,35,9,36,10,N,1.0,0.7777777777777778,0.6842874543239952,0.6154763114817634
2,20170412,ARI,SFN,2,6,10,34,8,35,9,N,0.0,0.7,0.6316558780538735,0.5786788558411035
3,20170414,ARI,LAN,1,7,11,30,4,34,13,N,0.0,0.6363636363636364,0.5663716814159292,0.5380674999843701
4,20170415,ARI,LAN,4,8,12,34,5,34,11,N,0.0,0.5833333333333334,0.5256241787122208,0.514401862001265
5,20170416,ARI,LAN,3,1,13,33,9,31,5,N,1.0,0.6153846153846154,0.5412518750852311,0.5224194640387364
6,20170417,ARI,LAN,4,2,14,35,10,30,5,N,1.0,0.6428571428571429,0.5549511682531834,0.5291020709050106
7,20170418,ARI,SDN,11,2,15,38,9,32,7,N,1.0,0.6666666666666666,0.612812248186946,0.5597035756585287
8,20170419,ARI,SDN,0,1,16,30,4,28,5,N,0.0,0.625,0.6051924798567592,0.5537412774178521
9,20170420,ARI,SDN,1,4,17,36,9,29,5,N,0.0,0.5882352941176471,0.5816402609506057,0.5405496582391519
88,20170421,ARI,LAN,13,5,18,38,14,35,9,Y,1.0,0.6111111111111112,0.6201641266119577,0.5602556322484595
89,20170422,ARI,LAN,11,5,19,37,14,35,11,Y,1.0,0.631578947368421,0.641492320715927,0.5711253591682167
90,20170423,ARI,LAN,2,6,20,33,7,34,9,Y,0.0,0.6,0.6154404376465334,0.5566974558691494
91,20170424,ARI,SDN,7,6,21,34,10,37,10,Y,1.0,0.6190476190476191,0.6129489372098705,0.5549931128539571
92,20170425,ARI,SDN,9,3,22,36,16,37,10,Y,1.0,0.6363636363636364,0.6336723652888985,0.5648322681220611
93,20170426,ARI,SDN,5,8,23,36,11,37,12,Y,0.0,0.6086956521739131,0.613541505642294,0.5543414746485009
94,20170427,ARI,SDN,6,2,24,31,8,30,4,Y,1.0,0.625,0.6261319534282018,0.559734333443008
95,20170428,ARI,COL,1,3,25,32,6,32,6,Y,0.0,0.6,0.6160409556313993,0.5538328455951862
96,20170429,ARI,COL,6,7,26,35,8,36,11,Y,0.0,0.5769230769230769,0.6063392436842931,0.54888294692801
97,20170430,ARI,COL,2,0,27,47,11,44,5,Y,1.0,0.5925925925925926,0.6131380107941403,0.5511205728678341
10,20170502,ARI,WAS,6,3,28,35,10,33,7,N,1.0,0.6071428571428571,0.6203421944077625,0.5539145612693263
11,20170503,ARI,WAS,1,2,29,29,5,29,6,N,0.0,0.5862068965517241,0.6154019048689349,0.5507929242144872
12,20170504,ARI,WAS,2,4,30,31,4,32,9,N,0.0,0.5666666666666667,0.605799520745268,0.5458717182447288
13,20170505,ARI,COL,6,3,31,35,8,36,9,N,1.0,0.5806451612903226,0.612812248186946,0.5485538786166758
14,20170506,ARI,COL,1,9,32,33,7,37,14,N,0.0,0.5625,0.5821956634701686,0.5348645953008061
15,20170507,ARI,COL,2,5,33,27,3,32,9,N,0.0,0.5454545454545454,0.5703553299492385,0.5294702123165356
98,20170509,ARI,DET,3,7,34,35,8,33,8,Y,0.0,0.5294117647058824,0.5552053142651632,0.5229056854652886
99,20170510,ARI,DET,7,1,35,36,11,29,5,Y,1.0,0.5428571428571428,0.5726286665196383,0.5299395583891154
100,20170511,ARI,PIT,2,1,36,29,7,26,1,Y,1.0,0.5555555555555556,0.5750442477876107,0.5305421208422675
101,20170512,ARI,PIT,11,4,37,39,16,33,6,Y,1.0,0.5675675675675675,0.5922932498882432,0.537600309468989
102,20170513,ARI,PIT,3,4,38,34,8,35,9,Y,0.0,0.5526315789473685,0.5875536480686695,0.5353115069701817
103,20170514,ARI,PIT,4,6,39,42,14,38,9,Y,0.0,0.5384615384615384,0.5794912559618441,0.531806699007885
104,20170515,ARI,NYN,7,3,40,36,13,31,4,Y,1.0,0.55,0.5881920627143558,0.5351271920165555
105,20170516,ARI,NYN,5,4,41,30,7,32,5,Y,1.0,0.5609756097560976,0.5887213114754098,0.5350990361050991
106,20170517,ARI,NYN,5,4,42,38,8,42,11,Y,1.0,0.5714285714285714,0.589225215217995,0.5350652315374109
16,20170519,ARI,SDN,10,1,43,42,16,30,4,N,1.0,0.5813953488372093,0.6092054579878566,0.5428975968299973
17,20170520,ARI,SDN,9,1,44,40,14,31,4,N,1.0,0.5909090909090909,0.6257648236733786,0.5493475009731027
18,20170521,ARI,SDN,1,5,45,32,5,30,9,N,0.0,0.5777777777777777,0.6145072608491644,0.5444098873329655
107,20170522,ARI,CHA,5,1,46,30,7,30,4,Y,1.0,0.5869565217391305,0.6222058977857068,0.547110414117593
108,20170523,ARI,CHA,5,4,47,31,9,36,10,Y,1.0,0.5957446808510638,0.6219403251742005,0.5467249471850394
109,20170524,ARI,CHA,8,6,48,31,10,36,11,Y,1.0,0.6041666666666666,0.6225270818520222,0.54683901616256
19,20170525,ARI,MIL,4,0,49,34,9,29,3,N,1.0,0.6122448979591837,0.6301381090938896,0.5494162512723749
20,20170526,ARI,MIL,4,2,50,38,7,35,8,N,1.0,0.62,0.6327116212338594,0.5500568219712791
21,20170527,ARI,MIL,1,6,51,28,3,30,7,N,0.0,0.6078431372549019,0.6201641266119577,0.5448469667109954
22,20170528,ARI,MIL,5,9,52,36,11,39,15,N,0.0,0.5961538461538461,0.6083737764251049,0.5402246866208411
23,20170529,ARI,PIT,3,4,53,33,7,30,9,N,0.0,0.5849056603773585,0.6047566627013015,0.538593885469998
24,20170530,ARI,PIT,3,0,54,32,7,30,4,N,1.0,0.5925925925925926,0.6102068868907431,0.540303861207368
25,20170531,ARI,PIT,6,5,55,54,14,49,10,N,1.0,0.6,0.6097560975609756,0.5399799613892803
26,20170601,ARI,MIA,3,2,56,32,6,31,5,N,1.0,0.6071428571428571,0.6106281697295437,0.5400145383872045
27,20170602,ARI,MIA,5,7,57,35,9,35,11,N,0.0,0.5964912280701754,0.6042108061199759,0.5375129958391649
28,20170603,ARI,MIA,0,3,58,25,0,32,9,N,0.0,0.5862068965517241,0.5978587121329332,0.5348860058222781
29,20170604,ARI,MIA,5,6,59,35,8,34,12,N,0.0,0.576271186440678,0.5939337758166784,0.5333380088951383
110,20170606,ARI,SDN,10,2,60,32,7,32,5,Y,1.0,0.5833333333333334,0.6065138295241795,0.5378056817153932
111,20170607,ARI,SDN,7,4,61,28,7,38,11,Y,1.0,0.5901639344262295,0.6097560975609756,0.5388538833209182
112,20170608,ARI,SDN,15,3,62,37,15,36,9,Y,1.0,0.5967741935483871,0.6269191402251791,0.545160982587733
113,20170609,ARI,MIL,6,8,63,35,8,37,14,Y,0.0,0.5873015873015873,0.6205719034942966,0.5427343672611236
114,20170610,ARI,MIL,3,2,64,29,6,27,2,Y,1.0,0.59375,0.6212149007308341,0.5426946440381628
115,20170611,ARI,MIL,11,1,65,36,13,30,4,Y,1.0,0.6,0.6349686829881013,0.5476086664726528
30,20170613,ARI,DET,7,6,66,39,16,36,9,N,1.0,0.6060606060606061,0.6337313885698186,0.5470387949156711
31,20170614,ARI,DET,2,1,67,29,6,34,7,N,1.0,0.6119402985074627,0.6346557115045292,0.5470434607400545
32,20170616,ARI,PHI,5,4,68,37,12,32,5,N,1.0,0.6176470588235294,0.6342943143116037,0.5467158525610303
