index,Date,team,opponent,runs_scored,runs_allowed,game_number,at_bats,hits,opponent_at_bats,opponent_hits,win_loss,win_frac_actual,win_frac_cummulative_pythagorean,win_frac_cummulative_pythagenpat
92,20220427,ANA,CLE,9,5,19,38,14,36,11,1.0,0.631578947368421,0.5973260970282613,0.5478369126724226
93,20220428,ANA,CLE,4,1,20,29,6,30,4,1.0,0.65,0.6109587333250218,0.5535968817192868
7,20220429,ANA,CHA,5,1,21,38,13,30,3,1.0,0.6666666666666666,0.6282527881040892,0.5611381318996452
8,20220430,ANA,CHA,0,4,22,32,6,31,10,0.0,0.6363636363636364,0.6051924798567592,0.5488750602585225
9,20220501,ANA,CHA,6,5,23,32,8,37,12,1.0,0.6521739130434783,0.6043654163128714,0.548066539065626
10,20220502,ANA,CHA,0,3,24,29,2,29,7,0.0,0.625,0.5884069247228165,0.5397948712654076
11,20220503,ANA,BOS,0,4,25,27,3,31,9,0.0,0.6,0.5676487145805967,0.5298232063004018
12,20220504,ANA,BOS,10,5,26,38,8,35,8,1.0,0.6153846153846154,0.5853420592658835,0.537663335709522
13,20220505,ANA,BOS,8,0,27,35,8,34,6,1.0,0.6296296296296297,0.616287380101561,0.5511135250945955
94,20220506,ANA,WAS,3,0,28,27,5,29,4,1.0,0.6428571428571429,0.6271836854031138,0.5551466772277924
95,20220507,ANA,WAS,3,7,29,34,7,37,10,0.0,0.6206896551724138,0.6062120189061445,0.5454480903506312
96,20220508,ANA,WAS,5,4,30,32,8,35,11,1.0,0.6333333333333333,0.6063392436842931,0.5451136816646059
97,20220509,ANA,TBA,11,3,31,35,11,38,10,1.0,0.6451612903225806,0.6298110566829951,0.5552620819797566
98,20220510,ANA,TBA,12,0,32,41,18,27,0,1.0,0.65625,0.6649269046593529,0.5707104862703674
99,20220511,ANA,TBA,2,4,33,35,6,34,5,0.0,0.6363636363636364,0.6550892661421925,0.5655094219339634
14,20220513,ANA,OAK,2,0,34,33,6,27,2,1.0,0.6470588235294118,0.6605460603590863,0.5669644460407492
15,20220514,ANA,OAK,3,4,35,33,8,26,5,0.0,0.6285714285714286,0.6537193865873198,0.5633563717974255
16,20220514,ANA,OAK,9,1,36,35,9,30,7,1.0,0.6388888888888888,0.6732681682957926,0.5715296698123897
17,20220515,ANA,OAK,4,1,37,36,9,29,5,1.0,0.6486486486486487,0.6794806047303534,0.5735100649789935
18,20220516,ANA,TEX,4,7,38,35,9,33,8,0.0,0.631578947368421,0.6650519031141868,0.5668520495856095
19,20220517,ANA,TEX,5,10,39,37,11,33,11,0.0,0.6153846153846154,0.644028599170271,0.5577898197442835
20,20220518,ANA,TEX,5,6,40,36,7,38,12,0.0,0.6,0.636870026525199,0.5545121719353336
100,20220520,ANA,OAK,2,4,41,33,6,34,8,0.0,0.5853658536585366,0.6291968928548501,0.5508716236694993
101,20220521,ANA,OAK,5,3,42,31,8,33,7,1.0,0.5952380952380952,0.631710457736763,0.5515333371372746
102,20220522,ANA,OAK,4,1,43,33,10,31,4,1.0,0.6046511627906976,0.6377762893503014,0.5535133011209443
103,20220524,ANA,TEX,5,3,44,32,12,32,6,1.0,0.6136363636363636,0.64,0.5540524483404801
104,20220525,ANA,TEX,2,7,45,32,6,35,10,0.0,0.6,0.6243319882211801,0.5474846038686406
105,20220526,ANA,TOR,3,6,46,35,10,33,7,0.0,0.5869565217391305,0.6141536133971541,0.5432218937464208
106,20220527,ANA,TOR,3,4,47,35,7,34,11,0.0,0.574468085106383,0.6097560975609756,0.541215784985289
107,20220528,ANA,TOR,5,6,48,39,13,36,10,0.0,0.5625,0.604484829669608,0.5390238701739372
108,20220529,ANA,TOR,10,11,49,39,12,40,13,0.0,0.5510204081632653,0.5971948872115406,0.5363361092958657
21,20220531,ANA,NYA,1,9,50,33,7,34,13,0.0,0.54,0.577160621761658,0.5285888776825367
22,20220602,ANA,NYA,1,6,51,33,7,35,13,0.0,0.5294117647058824,0.5648929429867348,0.5238343871527155
23,20220602,ANA,NYA,1,2,52,29,2,30,7,0.0,0.5192307692307693,0.5622568093385214,0.5226501662501489
24,20220603,ANA,PHI,0,10,53,32,5,34,10,0.0,0.5094339622641509,0.5392406991356004,0.5141737324580266
25,20220604,ANA,PHI,2,7,54,33,7,30,7,0.0,0.5,0.5278157043498978,0.5099875593827224
26,20220605,ANA,PHI,7,9,55,34,8,36,9,0.0,0.4909090909090909,0.5227625208859946,0.508164440661943
109,20220606,ANA,BOS,0,1,56,28,3,33,6,0.0,0.48214285714285715,0.520652340883101,0.5073355970872115
110,20220607,ANA,BOS,5,6,57,38,8,43,15,0.0,0.47368421052631576,0.5181758096497026,0.5064318899354106
111,20220608,ANA,BOS,0,1,58,33,7,34,7,0.0,0.46551724137931033,0.5161248374512354,0.5056527263746872
112,20220609,ANA,BOS,5,2,59,32,8,32,6,1.0,0.4745762711864407,0.521858333662545,0.5076210006908487
113,20220610,ANA,NYN,3,7,60,34,9,35,13,0.0,0.4666666666666667,0.5136426840109719,0.5047363617580041
114,20220611,ANA,NYN,11,6,61,38,15,39,10,1.0,0.47540983606557374,0.5226299084840808,0.5078590589375918
115,20220612,ANA,NYN,1,4,62,31,6,37,11,0.0,0.46774193548387094,0.5168176706041787,0.505800777533315
27,20220614,ANA,LAN,0,2,63,30,3,27,3,0.0,0.4603174603174603,0.5130331671393602,0.5044588276421464
28,20220615,ANA,LAN,1,4,64,30,3,30,6,0.0,0.453125,0.507379671863299,0.5025084680184031
29,20220616,ANA,SEA,4,1,65,37,10,31,4,1.0,0.46153846153846156,0.5127949795828349,0.5043229113956476
30,20220617,ANA,SEA,1,8,66,31,4,33,11,0.0,0.45454545454545453,0.5,0.5
31,20220618,ANA,SEA,4,2,67,37,7,38,8,1.0,0.4626865671641791,0.5035586737924571,0.5011907514026714
32,20220618,ANA,SEA,3,0,68,34,7,32,5,1.0,0.47058823529411764,0.5088488645262333,0.5029407063348049
33,20220619,ANA,SEA,4,0,69,35,9,29,2,1.0,0.4782608695652174,0.5158132669635193,0.5052232483180127
116,20220620,ANA,KCA,2,6,70,33,7,37,12,0.0,0.4714285714285714,0.5086648606113757,0.5028495031942462
117,20220621,ANA,KCA,11,12,71,41,10,45,14,0.0,0.4647887323943662,0.5066663703835385,0.502199084027238
118,20220622,ANA,KCA,5,0,72,30,8,28,2,1.0,0.4722222222222222,0.5148727417742403,0.5048798525821758
119,20220624,ANA,SEA,3,4,73,31,7,36,10,0.0,0.4657534246575342,0.5130696621535045,0.504268476152298
120,20220625,ANA,SEA,3,5,74,35,10,37,11,0.0,0.4594594594594595,0.5096765131257218,0.5031472940802901
121,20220626,ANA,SEA,2,1,75,29,6,31,6,1.0,0.4666666666666667,0.5112345367331482,0.503631351035077
122,20220627,ANA,CHA,4,3,76,31,9,31,6,1.0,0.47368421052631576,0.5126963654134884,0.5040862329842795
123,20220628,ANA,CHA,4,11,77,37,9,43,17,0.0,0.4675324675324675,0.5015503838702389,0.5004985351123201
124,20220629,ANA,CHA,4,1,78,29,5,35,7,1.0,0.47435897435897434,0.5061536131176098,0.5019686635167686
34,20220701,ANA,HOU,1,8,79,28,2,33,11,0.0,0.46835443037974683,0.4954477422920169,0.4985484983098763
35,20220702,ANA,HOU,1,9,80,30,3,37,12,0.0,0.4625,0.4835619926644359,0.49477205795242213
36,20220703,ANA,HOU,2,4,81,30,4,35,10,0.0,0.4567901234567901,0.48074788171849564,0.4939039603404294
37,20220705,ANA,MIA,1,2,82,29,3,31,8,0.0,0.45121951219512196,0.479359832999913,0.49350133473013297
38,20220706,ANA,MIA,5,2,83,34,9,29,3,1.0,0.4578313253012048,0.48394574578242916,0.49496626886476763
39,20220707,ANA,BAL,1,4,84,32,6,32,8,0.0,0.4523809523809524,0.47971849438164504,0.4936697733214246
40,20220708,ANA,BAL,4,5,85,38,12,36,10,0.0,0.4470588235294118,0.478550649924513,0.4933251542375335
41,20220709,ANA,BAL,0,1,86,29,5,28,5,0.0,0.4418604651162791,0.4771547925981528,0.4929346390638062
42,20220710,ANA,BAL,5,9,87,34,8,34,11,0.0,0.4367816091954023,0.47201075665038533,0.4913489163110655
125,20220712,ANA,HOU,5,6,88,31,2,36,8,0.0,0.4318181818181818,0.4710587644896268,0.49107315895469256
126,20220713,ANA,HOU,7,1,89,36,12,31,4,1.0,0.43820224719101125,0.47954471883523037,0.493714599408005
127,20220714,ANA,HOU,2,3,90,38,8,34,7,0.0,0.43333333333333335,0.478329968801615,0.4933703357476367
128,20220715,ANA,LAN,1,9,91,29,2,38,13,0.0,0.42857142857142855,0.46794743608055994,0.4902112635757495
129,20220716,ANA,LAN,1,7,92,35,7,33,7,0.0,0.42391304347826086,0.460379850323879,0.4879306783811133
43,20220722,ANA,ATL,1,8,93,30,5,32,8,0.0,0.41935483870967744,0.4517468641002124,0.4853280201206817
44,20220723,ANA,ATL,2,7,94,35,8,34,11,0.0,0.4148936170212766,0.44589574595566206,0.48358205176965663
45,20220724,ANA,ATL,9,1,95,39,13,33,6,1.0,0.42105263157894735,0.45671406208388277,0.48691264346371693
46,20220725,ANA,KCA,0,7,96,31,5,35,12,0.0,0.4166666666666667,0.4483057628609957,0.48440868046396063
47,20220726,ANA,KCA,6,0,97,34,9,32,5,1.0,0.422680412371134,0.4561698463627022,0.48684206817273196
48,20220727,ANA,KCA,4,0,98,34,9,34,7,1.0,0.42857142857142855,0.4613562582287779,0.48845622302309205
130,20220728,ANA,TEX,0,2,99,32,5,35,10,0.0,0.42424242424242425,0.45897339827650807,0.48780368649259326
131,20220729,ANA,TEX,2,7,100,32,4,37,10,0.0,0.42,0.45330423675974746,0.48614515474351805
132,20220730,ANA,TEX,9,7,101,31,7,33,8,1.0,0.42574257425742573,0.45660377358490567,0.4871298994633997
133,20220731,ANA,TEX,2,5,102,31,8,29,5,0.0,0.4215686274509804,0.4533950820469813,0.48621771250030466
134,20220802,ANA,OAK,3,1,103,29,7,33,7,1.0,0.42718446601941745,0.455985481149598,0.4870420371974357
135,20220803,ANA,OAK,1,3,104,32,6,35,8,0.0,0.4230769230769231,0.4538354606343991,0.4864621645810631
136,20220804,ANA,OAK,7,8,105,35,9,33,8,0.0,0.41904761904761906,0.4534810589836316,0.4863632062847541
49,20220805,ANA,SEA,4,3,106,33,8,34,6,1.0,0.42452830188679247,0.45500476161259945,0.48685271050463086
50,20220806,ANA,SEA,1,2,107,34,7,27,4,0.0,0.4205607476635514,0.45401470681726674,0.4866205179927275
51,20220806,ANA,SEA,7,1,108,35,8,33,7,1.0,0.42592592592592593,0.4612455954989512,0.48876300553993685
52,20220807,ANA,SEA,3,6,109,33,8,31,8,0.0,0.42201834862385323,0.45826503898831755,0.48792340693867764
53,20220808,ANA,OAK,1,0,110,30,5,29,2,1.0,0.42727272727272725,0.45943491730807384,0.48832059711085185
54,20220809,ANA,OAK,5,1,111,38,10,31,6,1.0,0.43243243243243246,0.4641716707167674,0.48972226496244065
55,20220810,ANA,OAK,5,4,112,42,6,38,7,1.0,0.4375,0.4656344661782908,0.49016521463671353
137,20220812,ANA,MIN,0,4,113,30,4,33,9,0.0,0.4336283185840708,0.46138372447424564,0.4889865236241038
138,20220813,ANA,MIN,5,3,114,35,8,40,10,1.0,0.43859649122807015,0.4639025804581038,0.48973308187133857
139,20220814,ANA,MIN,4,2,115,30,8,32,5,1.0,0.4434782608695652,0.46630602160558804,0.4904484117775664
140,20220815,ANA,SEA,2,6,116,34,8,38,9,0.0,0.4396551724137931,0.46229754321053645,0.48933458805390784
141,20220816,ANA,SEA,2,8,117,33,7,35,9,0.0,0.4358974358974359,0.45632694821804126,0.4876607467559381
142,20220817,ANA,SEA,7,11,118,36,10,37,10,0.0,0.4322033898305085,0.45298397243039223,0.4867033286389974
56,20220819,ANA,DET,1,0,119,30,3,28,4,1.0,0.4369747899159664,0.4540721847594424,0.4870712976539339
57,20220820,ANA,DET,3,4,120,32,7,33,11,0.0,0.43333333333333335,0.4533728429492766,0.48690862384292255
58,20220821,ANA,DET,0,4,121,33,7,30,7,0.0,0.4297520661157025,0.4494575942143383,0.48585300710854057
59,20220822,ANA,TBA,1,2,122,33,6,29,7,0.0,0.4262295081967213,0.44859020563917745,0.48566342668592677
60,20220823,ANA,TBA,1,11,123,34,7,38,14,0.0,0.42276422764227645,0.4391274521553345,0.4830214388769637
61,20220824,ANA,TBA,3,4,124,39,7,35,5,0.0,0.41935483870967744,0.4385552868995215,0.48290466531019555
62,20220825,ANA,TBA,3,8,125,36,10,32,7,0.0,0.416,0.4342862490989251,0.48173042566680924
63,20220826,ANA,TOR,12,0,126,41,13,33,6,1.0,0.42063492063492064,0.4467918135259868,0.48525127975943577
64,20220827,ANA,TOR,2,0,127,32,6,30,2,1.0,0.4251968503937008,0.4488524590163934,0.4858821470056403
65,20220828,ANA,TOR,8,3,128,41,13,34,9,1.0,0.4296875,0.45424254915779694,0.48739562022223193
143,20220829,ANA,NYA,4,3,129,32,9,32,6,1.0,0.43410852713178294,0.4555147403339768,0.48777834039053014
144,20220830,ANA,NYA,4,7,130,33,7,37,9,0.0,0.4307692307692308,0.453123595505618,0.4871355762598043
145,20220831,ANA,NYA,3,2,131,29,6,28,3,1.0,0.4351145038167939,0.45429435366633714,0.48749622702530027
146,20220902,ANA,HOU,2,4,132,33,7,33,7,0.0,0.4318181818181818,0.45266818511679374,0.4870839538005916
147,20220903,ANA,HOU,2,1,133,38,4,42,7,1.0,0.43609022556390975,0.4537417943107221,0.4874225819710956
148,20220904,ANA,HOU,1,9,134,32,6,36,11,0.0,0.43283582089552236,0.44673121153889944,0.48552672995560464
149,20220905,ANA,DET,10,0,135,40,16,32,4,1.0,0.43703703703703706,0.45644321070303184,0.48819794966865004
150,20220906,ANA,DET,5,4,136,34,7,37,8,1.0,0.4411764705882353,0.4577185843224614,0.4885660439235793
151,20220907,ANA,DET,4,5,137,38,11,38,13,0.0,0.43795620437956206,0.45715655734020183,0.4884344431659077
66,20220909,ANA,HOU,3,4,138,32,5,28,6,0.0,0.43478260869565216,0.45652531256472384,0.4882905555245448
67,20220910,ANA,HOU,6,1,139,36,11,31,7,1.0,0.43884892086330934,0.46128453476005293,0.4896015396755275
68,20220911,ANA,HOU,4,12,140,37,11,35,12,0.0,0.4357142857142857,0.45475964063187474,0.4878406167826372
69,20220912,ANA,CLE,4,5,141,32,5,32,8,0.0,0.4326241134751773,0.4542408393214657,0.48772236903804445
70,20220913,ANA,CLE,1,3,142,29,4,31,9,0.0,0.4295774647887324,0.4526549354371475,0.4873329616872552
71,20220914,ANA,CLE,3,5,143,35,10,33,13,0.0,0.42657342657342656,0.4512507862041305,0.48698118693290093
152,20220916,ANA,SEA,8,7,144,35,11,35,9,1.0,0.4305555555555556,0.4527331218272233,0.4873825014715926
153,20220917,ANA,SEA,2,1,145,27,4,30,5,1.0,0.43448275862068964,0.45370787708460375,0.4876837922853928
154,20220918,ANA,SEA,5,1,146,31,8,33,6,1.0,0.4383561643835616,0.4573428613096106,0.48868329046406594
155,20220919,ANA,SEA,1,9,147,34,8,35,9,0.0,0.43537414965986393,0.45096592260582735,0.4870010345791421
72,20220920,ANA,TEX,5,2,148,36,13,29,5,1.0,0.4391891891891892,0.4537639678355574,0.4877735639989498
73,20220921,ANA,TEX,2,7,149,29,5,33,10,0.0,0.436241610738255,0.4499587173364872,0.48678353107907185
74,20220922,ANA,TEX,3,5,150,34,8,28,6,0.0,0.43333333333333335,0.44864117347570626,0.48645920521907154
75,20220923,ANA,MIN,4,2,151,34,8,30,5,1.0,0.4370860927152318,0.4505348504462765,0.48699250304901825
76,20220924,ANA,MIN,4,8,152,34,7,35,11,0.0,0.4342105263157895,0.4477701051169376,0.4862735989586074
77,20220925,ANA,MIN,10,3,153,43,16,38,11,1.0,0.43790849673202614,0.45394426074633915,0.48791404158975626
156,20220927,ANA,OAK,4,3,154,34,12,34,9,1.0,0.44155844155844154,0.45500291130232257,0.48821809650897546
157,20220928,ANA,OAK,4,1,155,32,7,32,5,1.0,0.44516129032258067,0.45757463323700204,0.4889228665467704
158,20220929,ANA,OAK,4,2,156,35,13,29,3,1.0,0.44871794871794873,0.4593650046737589,0.48941668200132393
159,20220930,ANA,TEX,4,1,157,35,11,32,5,1.0,0.45222929936305734,0.46189966609206573,0.49010419918262993
160,20221001,ANA,TEX,3,2,158,30,7,29,2,1.0,0.45569620253164556,0.46283847655345195,0.4903729275773881
161,20221002,ANA,TEX,8,3,159,33,14,32,4,1.0,0.4591194968553459,0.46706875753920385,0.49148154025161733
78,20221003,ANA,OAK,4,5,160,37,8,40,11,0.0,0.45625,0.46652240557593794,0.4913533796280239
79,20221004,ANA,OAK,1,2,161,35,7,34,6,0.0,0.453416149068323,0.465825387200344,0.49119834519781774
80,20221005,ANA,OAK,2,3,162,31,6,27,4,0.0,0.4506172839506173,0.4651855989011845,0.49105482782051013
81,20220407,ARI,SDN,4,2,1,26,3,29,4,1.0,1.0,0.8,0.7611856208368878
82,20220408,ARI,SDN,0,3,2,29,2,34,11,0.0,0.5,0.3902439024390244,0.4241263677603826
83,20220409,ARI,SDN,2,5,3,31,5,34,10,0.0,0.3333333333333333,0.2647058823529412,0.33695312828695934
84,20220410,ARI,SDN,5,10,4,30,5,34,8,0.0,0.25,0.23224568138195778,0.30424023443115555
85,20220412,ARI,HOU,1,2,5,30,4,34,8,0.0,0.2,0.22929936305732485,0.3172160543847651
86,20220413,ARI,HOU,3,2,6,33,6,34,6,1.0,0.3333333333333333,0.2808988764044944,0.3632273534896403
0,20220415,ARI,NYN,3,10,7,29,3,34,12,0.0,0.2857142857142857,0.21891891891891893,0.31872434597122357
1,20220416,ARI,NYN,3,2,8,36,9,30,5,1.0,0.375,0.2538860103626943,0.3509233154245697
2,20220417,ARI,NYN,0,5,9,32,5,29,6,0.0,0.3333333333333333,0.20782280867106503,0.3244261698553047
3,20220419,ARI,WAS,1,6,10,31,6,27,7,0.0,0.3,0.17972521351652432,0.3078576987111904
4,20220419,ARI,WAS,0,1,11,32,5,28,4,0.0,0.2727272727272727,0.17360114777618366,0.3114294100610185
5,20220420,ARI,WAS,11,2,12,35,10,36,9,1.0,0.3333333333333333,0.30342713847868485,0.3958011810732223
6,20220421,ARI,WAS,4,3,13,35,9,32,6,1.0,0.38461538461538464,0.32766874102441357,0.41138661795401665
87,20220422,ARI,NYN,5,6,14,36,8,38,9,0.0,0.35714285714285715,0.3363203050524309,0.4167570597518932
88,20220423,ARI,NYN,5,2,15,34,11,32,7,1.0,0.4,0.37251264755480606,0.4370950013465368
89,20220424,ARI,NYN,2,6,16,33,6,37,10,0.0,0.375,0.3484760522496372,0.42582388424632034
90,20220425,ARI,LAN,0,4,17,30,3,35,9,0.0,0.35294117647058826,0.32262832571889277,0.41438135778385726
91,20220426,ARI,LAN,5,3,18,29,4,30,9,1.0,0.3888888888888889,0.3474737845567207,0.42801634592749915
92,20220427,ARI,LAN,3,1,19,26,2,31,5,1.0,0.42105263157894735,0.3661257606490872,0.43851330039468506
7,20220428,ARI,SLN,3,8,20,33,6,35,15,0.0,0.4,0.3432167032128897,0.4278539852398422
8,20220429,ARI,SLN,6,2,21,33,9,32,5,1.0,0.42857142857142855,0.3761333218202228,0.44424873999078984
9,20220430,ARI,SLN,2,0,22,33,5,30,2,1.0,0.45454545454545453,0.3902439024390244,0.4518620107697722
10,20220501,ARI,SLN,5,7,23,33,7,34,9,0.0,0.43478260869565216,0.3863553976654825,0.4502710648826411
11,20220502,ARI,MIA,5,4,24,34,9,34,8,1.0,0.4583333333333333,0.3976470588235294,0.4557193232232465
12,20220503,ARI,MIA,5,4,25,36,9,33,6,1.0,0.48,0.4078986322458405,0.46057856515413337
13,20220504,ARI,MIA,8,7,26,34,9,35,10,1.0,0.5,0.4197161682716675,0.4656971824899792
93,20220506,ARI,COL,4,1,27,29,6,32,7,1.0,0.5185185185185185,0.4362221470346561,0.47320172057076676
94,20220507,ARI,COL,1,4,28,31,6,36,8,0.0,0.5,0.4235294117647059,0.4682358392323898
95,20220508,ARI,COL,4,0,29,29,8,32,5,1.0,0.5172413793103449,0.44357700496806246,0.4769652076339753
96,20220509,ARI,MIA,4,3,30,31,7,33,9,1.0,0.5333333333333333,0.4498980907616156,0.47976070899782103
97,20220510,ARI,MIA,9,3,31,33,11,37,9,1.0,0.5483870967741935,0.47836511444948115,0.49130828431498064
98,20220511,ARI,MIA,3,11,32,31,4,40,15,0.0,0.53125,0.44708774960959563,0.47870942464947897
99,20220513,ARI,CHN,4,3,33,35,12,30,5,1.0,0.5454545454545454,0.45248868778280543,0.4810712773592763
100,20220514,ARI,CHN,2,4,34,35,8,31,4,0.0,0.5294117647058824,0.44589574595566206,0.47864550222301805
101,20220515,ARI,CHN,2,3,35,32,6,35,8,0.0,0.5142857142857142,0.4431507046718737,0.47779718972186064
14,20220516,ARI,LAN,4,5,36,31,5,32,9,0.0,0.5,0.4413793103448276,0.4772434311332249
15,20220517,ARI,LAN,6,7,37,33,6,32,9,0.0,0.4864864864864865,0.4405623573864612,0.47697249443610507
16,20220517,ARI,LAN,3,12,38,36,11,34,10,0.0,0.47368421052631576,0.4139794432926022,0.4665374284932338
17,20220518,ARI,LAN,3,5,39,35,9,33,9,0.0,0.46153846153846156,0.4098360655737705,0.4651457296717037
18,20220519,ARI,CHN,3,1,40,32,6,32,4,1.0,0.475,0.41724137931034483,0.468393570622846
19,20220520,ARI,CHN,10,6,41,37,12,34,8,1.0,0.4878048780487805,0.4332272273013288,0.47456064433232564
20,20220521,ARI,CHN,7,6,42,39,11,39,10,1.0,0.5,0.43864909785644524,0.4767036217516107
21,20220522,ARI,CHN,4,5,43,34,8,31,8,0.0,0.4883720930232558,0.43739022962336566,0.4763603820555579
102,20220523,ARI,KCA,9,5,44,34,10,39,12,1.0,0.5,0.45067007980725793,0.48143971232177674
103,20220524,ARI,KCA,8,6,45,30,9,34,9,1.0,0.5111111111111111,0.45774765963392483,0.48414506747999825
104,20220526,ARI,LAN,1,14,46,34,8,50,24,0.0,0.5,0.42660828128018546,0.472381125214851
105,20220527,ARI,LAN,4,6,47,33,9,34,8,0.0,0.48936170212765956,0.4235294117647059,0.4713503501277393
106,20220528,ARI,LAN,2,3,48,32,5,32,10,0.0,0.4791666666666667,0.42204814673290025,0.47103198994951534
107,20220529,ARI,LAN,1,3,49,33,8,30,4,0.0,0.46938775510204084,0.4180339379754242,0.46978716051307984
108,20220530,ARI,ATL,6,2,50,31,7,35,8,1.0,0.48,0.4289340101522843,0.47401146679380457
109,20220531,ARI,ATL,8,7,51,35,12,39,14,1.0,0.49019607843137253,0.4336283185840708,0.4757752306133276
110,20220601,ARI,ATL,0,6,52,29,3,39,12,0.0,0.4807692307692308,0.42113169754631946,0.471356414176327
22,20220603,ARI,PIT,8,6,53,37,10,35,10,1.0,0.49056603773584906,0.4278520426304814,0.4738771316884525
23,20220604,ARI,PIT,1,2,54,32,4,28,5,0.0,0.48148148148148145,0.4261710601175801,0.4734931149082944
24,20220605,ARI,PIT,0,3,55,32,5,31,9,0.0,0.4727272727272727,0.4202534012810323,0.4715814864614226
25,20220606,ARI,CIN,0,7,56,21,1,31,12,0.0,0.4642857142857143,0.4068066618392469,0.4668933226631812
26,20220607,ARI,CIN,8,14,57,36,10,39,16,0.0,0.45614035087719296,0.39901071723000825,0.4639466445671731
27,20220608,ARI,CIN,7,0,58,38,11,31,5,1.0,0.46551724137931033,0.41412371713989504,0.4696229506759622
28,20220609,ARI,CIN,5,4,59,34,7,35,9,1.0,0.4745762711864407,0.41756400310318076,0.4709929155001137
29,20220610,ARI,PHI,5,7,60,34,7,34,12,0.0,0.4666666666666667,0.4156663953230223,0.4703979566937268
30,20220611,ARI,PHI,0,4,61,33,6,32,9,0.0,0.45901639344262296,0.4088169789073759,0.4681768749035749
31,20220612,ARI,PHI,13,1,62,38,12,33,7,1.0,0.46774193548387094,0.43313743970726837,0.4768106216641983
111,20220613,ARI,CIN,4,5,63,36,10,33,8,0.0,0.4603174603174603,0.43242156343626215,0.4766608474359175
112,20220614,ARI,CIN,3,5,64,41,5,45,13,0.0,0.453125,0.4298246184882699,0.47586921423844747
113,20220615,ARI,CIN,7,4,65,33,8,31,5,1.0,0.46153846153846156,0.436429215509468,0.47823257159741406
114,20220617,ARI,MIN,7,2,66,35,11,36,10,1.0,0.4696969696969697,0.44605666737526195,0.481630419979453
115,20220618,ARI,MIN,1,11,67,30,4,41,14,0.0,0.4626865671641791,0.430257105139195,0.4762567780993467
116,20220619,ARI,MIN,7,1,68,32,8,31,5,1.0,0.47058823529411764,0.4411829718256375,0.4801005295569365
32,20220620,ARI,SDN,1,4,69,31,5,27,4,0.0,0.463768115942029,0.4367104119783427,0.4786994367020897
33,20220621,ARI,SDN,2,3,70,36,4,36,5,0.0,0.45714285714285713,0.43559280256347055,0.47844504616783395
34,20220622,ARI,SDN,4,10,71,39,8,40,16,0.0,0.4507042253521127,0.42745235345453786,0.4757244280836693
117,20220624,ARI,DET,1,5,72,28,3,36,9,0.0,0.4444444444444444,0.421831869510665,0.473952369428861
118,20220625,ARI,DET,3,6,73,31,5,37,8,0.0,0.4383561643835616,0.41827477818008196,0.4728499871488284
119,20220626,ARI,DET,11,7,74,33,13,35,8,1.0,0.44594594594594594,0.42655436389487855,0.4756311727462545
120,20220628,ARI,SDN,7,6,75,33,9,37,10,1.0,0.4533333333333333,0.4294645727039373,0.47665459362074475
121,20220629,ARI,SDN,0,4,76,30,4,35,9,0.0,0.4473684210526316,0.4239826588303649,0.47496181625189826
