index,Date,team,opponent,runs_scored,runs_allowed,game_number,at_bats,hits,opponent_at_bats,opponent_hits,win_loss,win_frac_actual,win_frac_cummulative_pythagorean,win_frac_cummulative_pythagenpat
0,20110331,ANA,KCA,4,2,1,38,12,33,7,1.0,1.0,0.8,0.7611856208368878
1,20110401,ANA,KCA,1,2,2,31,6,30,7,0.0,0.5,0.6097560975609756,0.5758736322396174
2,20110402,ANA,KCA,4,5,3,35,11,35,11,0.0,0.3333333333333333,0.5,0.5
3,20110403,ANA,KCA,9,12,4,55,19,51,14,0.0,0.25,0.4235294117647059,0.44329147377444006
4,20110405,ANA,TBA,5,3,5,34,9,32,5,1.0,0.4,0.47873303167420816,0.4852373154039538
5,20110406,ANA,TBA,5,1,6,37,12,31,4,1.0,0.5,0.5564229950319376,0.5368875922802503
81,20110408,ANA,TOR,2,3,7,31,7,33,7,0.0,0.42857142857142855,0.5344418052256532,0.5212447757337544
82,20110409,ANA,TOR,6,5,8,49,16,54,13,1.0,0.5,0.5433962264150943,0.526194440552637
83,20110410,ANA,TOR,3,1,9,30,6,30,4,1.0,0.5555555555555556,0.5681733283526336,0.5393279496654647
84,20110411,ANA,CLE,0,4,10,31,5,31,6,0.0,0.5,0.5129848229342328,0.5071517582138836
85,20110412,ANA,CLE,2,0,11,28,4,28,1,1.0,0.5454545454545454,0.53792,0.5199917739397752
86,20110413,ANA,CLE,4,3,12,37,6,40,7,1.0,0.5833333333333334,0.5464112250404749,0.5239157160715124
6,20110415,ANA,CHA,4,3,13,37,10,33,5,1.0,0.6153846153846154,0.5536084851279687,0.5270496424834471
7,20110416,ANA,CHA,7,2,14,37,11,30,7,1.0,0.6428571428571429,0.597105864432597,0.5486160599101829
8,20110417,ANA,CHA,4,2,15,33,10,34,8,1.0,0.6666666666666666,0.6097560975609756,0.5539138387588584
9,20110418,ANA,TEX,1,7,16,35,10,35,14,0.0,0.625,0.551586125111177,0.5247098925688198
10,20110419,ANA,TEX,15,4,17,41,15,35,9,1.0,0.6470588235294118,0.6239602463000973,0.5607636978684055
11,20110420,ANA,TEX,4,1,18,31,5,32,6,1.0,0.6666666666666666,0.64,0.5674936266909213
87,20110421,ANA,BOS,2,4,19,36,4,38,8,0.0,0.631578947368421,0.621441774491682,0.5571961126166518
88,20110422,ANA,BOS,3,4,20,35,9,33,5,0.0,0.6,0.6097560975609756,0.5507638935048863
89,20110423,ANA,BOS,0,5,21,29,2,38,11,0.0,0.5714285714285714,0.5755137804683766,0.534065590262714
90,20110424,ANA,BOS,0,7,22,33,6,35,11,0.0,0.5454545454545454,0.5302752293577981,0.5134031629050965
91,20110425,ANA,OAK,5,0,23,30,8,33,7,1.0,0.5652173913043478,0.5586206896551724,0.5256000468673329
92,20110426,ANA,OAK,8,3,24,37,16,31,6,1.0,0.5833333333333334,0.5823076456678591,0.5358635598315675
93,20110427,ANA,OAK,1,2,25,32,5,35,6,0.0,0.56,0.5756490074004463,0.5323300401015161
12,20110429,ANA,TBA,8,5,26,39,17,34,7,1.0,0.5769230769230769,0.5856565553225229,0.5365818918932831
13,20110430,ANA,TBA,1,2,27,36,7,32,7,0.0,0.5555555555555556,0.5794912559618441,0.5333426049556399
14,20110501,ANA,TBA,6,5,28,29,7,35,11,1.0,0.5714285714285714,0.5800490961838876,0.5334082236749133
15,20110502,ANA,BOS,5,9,29,37,13,36,11,0.0,0.5517241379310345,0.5575855415994015,0.5239173575120573
16,20110503,ANA,BOS,3,7,30,34,9,35,12,0.0,0.5333333333333333,0.5382417820851264,0.5157453013532041
17,20110504,ANA,BOS,5,3,31,48,12,48,11,1.0,0.5483870967741935,0.5451749197228325,0.5184468374657067
18,20110505,ANA,BOS,11,0,32,43,18,29,7,1.0,0.5625,0.5859692307692308,0.5351336745361356
94,20110506,ANA,CLE,2,1,33,40,14,34,3,1.0,0.5757575757575758,0.5887830814983929,0.5357999877827129
95,20110507,ANA,CLE,3,4,34,32,8,34,9,0.0,0.5588235294117647,0.5827586206896552,0.5330276910760039
96,20110508,ANA,CLE,6,5,35,36,12,38,11,1.0,0.5714285714285714,0.5830553877668934,0.5329934001823623
97,20110509,ANA,CHA,0,8,36,31,6,38,11,0.0,0.5555555555555556,0.5528550439524865,0.5207375963397448
98,20110510,ANA,CHA,6,2,37,36,12,33,8,1.0,0.5675675675675675,0.5650149337974177,0.5253592966737798
99,20110511,ANA,CHA,4,6,38,38,9,41,15,0.0,0.5526315789473685,0.5562988227527781,0.5218147283291943
19,20110513,ANA,TEX,1,4,39,32,6,31,7,0.0,0.5384615384615384,0.545656066160798,0.5174933712908358
20,20110514,ANA,TEX,3,2,40,35,10,34,6,1.0,0.55,0.5481195717203392,0.5182642716192863
21,20110515,ANA,TEX,4,5,41,34,8,35,10,0.0,0.5365853658536586,0.5436664197434598,0.5164702565893212
22,20110516,ANA,OAK,4,5,42,37,8,37,10,0.0,0.5238095238095238,0.5394520800664145,0.5147900540500505
23,20110517,ANA,OAK,0,14,43,28,2,40,15,0.0,0.5116279069767442,0.49708457288567787,0.49891050539573367
24,20110518,ANA,SEA,0,3,44,31,5,32,8,0.0,0.5,0.48844085123442355,0.4957250582391647
25,20110519,ANA,SEA,1,2,45,32,7,26,5,0.0,0.4888888888888889,0.48567629241705385,0.4947563778109641
100,20110520,ANA,ATL,9,0,46,32,10,31,4,1.0,0.5,0.5111717896707755,0.504068290088758
101,20110521,ANA,ATL,4,5,47,36,5,50,17,0.0,0.48936170212765956,0.5081738407400258,0.502961257947627
102,20110522,ANA,ATL,4,1,48,30,7,32,6,1.0,0.5,0.5161248374512354,0.5057960943577738
103,20110523,ANA,OAK,4,1,49,28,7,32,8,1.0,0.5102040816326531,0.5238590816398284,0.5085119024272322
104,20110524,ANA,OAK,1,6,50,32,6,33,9,0.0,0.5,0.5104155365086254,0.503690865591379
105,20110525,ANA,OAK,4,1,51,31,10,33,8,1.0,0.5098039215686274,0.5179890334940873,0.5063283090360708
106,20110526,ANA,OAK,3,4,52,30,5,36,11,0.0,0.5,0.5151480376405784,0.5052968423993293
26,20110527,ANA,MIN,6,5,53,38,13,37,12,1.0,0.5094339622641509,0.5171939311277143,0.5059948824488603
27,20110528,ANA,MIN,0,1,54,31,1,32,6,0.0,0.5,0.5147027027027027,0.5050751801265069
28,20110529,ANA,MIN,6,5,55,37,11,37,13,1.0,0.509090909090909,0.5167017823586356,0.5057495289556548
29,20110530,ANA,KCA,10,8,56,40,15,35,11,1.0,0.5178571428571429,0.5205862339701649,0.5071008612112241
30,20110531,ANA,KCA,3,7,57,35,8,34,11,0.0,0.5087719298245614,0.5111842829548525,0.5038426957389819
31,20110601,ANA,KCA,0,2,58,33,7,28,7,0.0,0.5,0.5066812162095135,0.502275623077248
107,20110603,ANA,NYA,3,2,59,32,9,29,3,1.0,0.5084745762711864,0.5088098888091126,0.5029811713347573
108,20110604,ANA,NYA,2,3,60,35,8,32,7,0.0,0.5,0.5065356685177275,0.5021973474793479
109,20110605,ANA,NYA,3,5,61,34,10,34,11,0.0,0.4918032786885246,0.502141317804576,0.5007166992765166
110,20110606,ANA,TBA,1,5,62,31,5,32,9,0.0,0.4838709677419355,0.4936577604162011,0.497889006164937
111,20110607,ANA,TBA,1,4,63,33,7,37,12,0.0,0.47619047619047616,0.48744967617713986,0.4958474658916296
112,20110608,ANA,TBA,3,4,64,36,8,35,7,0.0,0.46875,0.48557001623638824,0.4952481022125556
113,20110610,ANA,KCA,2,4,65,34,8,34,8,0.0,0.46153846153846156,0.48167621764622953,0.4939968450597372
114,20110611,ANA,KCA,7,5,66,32,9,36,12,1.0,0.4696969696969697,0.4860861936789195,0.4954504425382097
115,20110612,ANA,KCA,0,9,67,27,5,38,13,0.0,0.4626865671641791,0.468780487804878,0.4898177449248693
32,20110613,ANA,SEA,6,3,68,37,8,34,8,1.0,0.47058823529411764,0.47506351018003756,0.4918983017317094
33,20110614,ANA,SEA,4,0,69,36,9,30,5,1.0,0.4782608695652174,0.48286217927792646,0.494468199100495
34,20110615,ANA,SEA,1,3,70,32,5,32,9,0.0,0.4714285714285714,0.4792150363263586,0.49333013622127736
35,20110617,ANA,NYN,4,3,71,33,10,35,8,1.0,0.4788732394366197,0.4813497752230372,0.49404152142692587
36,20110618,ANA,NYN,1,6,72,32,5,31,8,0.0,0.4722222222222222,0.47239675471237724,0.4912141798393796
37,20110619,ANA,NYN,7,3,73,35,11,34,8,1.0,0.4794520547945205,0.48011636648906614,0.4936906248421591
38,20110620,ANA,FLO,2,1,74,35,11,30,5,1.0,0.4864864864864865,0.4820202046333545,0.4943305174595806
39,20110621,ANA,FLO,2,5,75,39,13,32,12,0.0,0.48,0.4769217186209158,0.4927505148615293
40,20110622,ANA,FLO,6,5,76,40,11,41,12,1.0,0.4868421052631579,0.4791032097566895,0.49344964593164387
41,20110624,ANA,LAN,8,3,77,30,12,36,10,1.0,0.4935064935064935,0.48803590106172245,0.4962585482046882
42,20110625,ANA,LAN,6,1,78,33,6,30,5,1.0,0.5,0.496621660180102,0.4989478416238462
43,20110626,ANA,LAN,2,3,79,30,6,32,8,0.0,0.4936708860759494,0.4949750012625625,0.49844255177082236
116,20110627,ANA,WAS,4,3,80,39,16,35,6,1.0,0.5,0.49668877802752043,0.498977660297589
117,20110628,ANA,WAS,11,5,81,41,15,37,11,1.0,0.5061728395061729,0.506451344376925,0.5019927567090365
118,20110629,ANA,WAS,1,0,82,27,4,30,3,1.0,0.5121951219512195,0.5080510078669107,0.5024707406945157
119,20110701,ANA,LAN,0,5,83,32,6,36,13,0.0,0.5060240963855421,0.5,0.5
120,20110702,ANA,LAN,7,1,84,35,10,29,5,1.0,0.5119047619047619,0.5094628748830823,0.5028815356276578
121,20110703,ANA,LAN,3,1,85,26,3,35,6,1.0,0.5176470588235295,0.5125372137123319,0.5037991686589093
122,20110704,ANA,DET,5,1,86,31,9,30,5,1.0,0.5232558139534884,0.518627072888546,0.5056234147204668
123,20110705,ANA,DET,1,0,87,29,7,30,2,1.0,0.5287356321839081,0.520146854591849,0.506045357522595
124,20110706,ANA,DET,4,5,88,31,6,30,6,0.0,0.5227272727272727,0.518342448464451,0.5054894617176623
125,20110707,ANA,SEA,5,1,89,32,10,33,6,1.0,0.5280898876404494,0.5242281854557469,0.5072254201074825
126,20110708,ANA,SEA,4,3,90,32,9,31,7,1.0,0.5333333333333333,0.5254707105921677,0.507571138739521
127,20110709,ANA,SEA,9,3,91,36,12,40,12,1.0,0.5384615384615384,0.5338345213077106,0.5100513868354896
128,20110710,ANA,SEA,4,2,92,32,8,31,5,1.0,0.5434782608695652,0.5364478024901564,0.510790014718971
44,20110715,ANA,OAK,3,5,93,34,8,31,12,0.0,0.5376344086021505,0.5331525152981209,0.5097839100068002
45,20110716,ANA,OAK,4,2,94,33,6,34,9,1.0,0.5425531914893617,0.5357196878334348,0.510505588501363
46,20110716,ANA,OAK,3,4,95,35,5,36,11,0.0,0.5368421052631579,0.53395509526825,0.5099533799669096
47,20110717,ANA,OAK,1,9,96,33,6,31,8,0.0,0.53125,0.5223352153975731,0.5065292740395557
129,20110719,ANA,TEX,0,7,97,29,4,38,13,0.0,0.5257731958762887,0.5124462041659494,0.5036255338740007
130,20110720,ANA,TEX,9,8,98,37,12,38,12,1.0,0.5306122448979592,0.5135110461931714,0.5039390515614368
131,20110721,ANA,TEX,1,0,99,27,2,34,8,1.0,0.5353535353535354,0.5148415337161919,0.5043037971502858
48,20110722,ANA,BAL,6,1,100,35,9,31,3,1.0,0.54,0.5213805916821495,0.5061829770396763
49,20110723,ANA,BAL,2,3,101,31,8,31,13,0.0,0.5346534653465347,0.5199124170977057,0.5057363015128546
50,20110724,ANA,BAL,9,3,102,38,13,32,7,1.0,0.5392156862745098,0.5274303101084918,0.5078968662345015
51,20110725,ANA,CLE,2,3,103,32,6,31,6,0.0,0.5339805825242718,0.525956514410922,0.5074442418020824
52,20110726,ANA,CLE,2,1,104,31,4,31,7,1.0,0.5384615384615384,0.5271468468317808,0.5077520239579864
53,20110727,ANA,CLE,3,1,105,34,6,28,0,1.0,0.5428571428571428,0.5295751152653336,0.5084132743669892
54,20110728,ANA,DET,12,7,106,41,17,39,13,1.0,0.5471698113207547,0.5351324085750315,0.510013775339844
55,20110729,ANA,DET,2,12,107,30,5,37,15,0.0,0.5420560747663551,0.5222112537018756,0.5063228210509348
56,20110730,ANA,DET,5,1,108,33,9,31,6,1.0,0.5462962962962963,0.5269412011885825,0.5076469910798884
57,20110731,ANA,DET,2,3,109,30,1,28,4,0.0,0.5412844036697247,0.5255618385664851,0.5072293891943033
132,20110802,ANA,MIN,5,1,110,30,8,33,8,1.0,0.5454545454545454,0.5302021462149078,0.5085177938350197
133,20110803,ANA,MIN,4,11,111,32,6,41,15,0.0,0.5405405405405406,0.5213679069714982,0.5060228562012652
134,20110804,ANA,MIN,7,1,112,34,11,32,6,1.0,0.5446428571428571,0.5282128019737897,0.5079363543349054
135,20110805,ANA,SEA,1,0,113,37,10,33,7,1.0,0.5486725663716814,0.5293518720354954,0.5082183854493256
136,20110806,ANA,SEA,1,5,114,33,8,32,8,0.0,0.543859649122807,0.5244893793628979,0.506834039888456
137,20110807,ANA,SEA,2,1,115,28,4,32,7,1.0,0.5478260869565217,0.5255646656325498,0.5071061880070331
58,20110809,ANA,NYA,6,4,116,36,10,35,9,1.0,0.5517241379310345,0.5275652297894586,0.5076508052303123
59,20110810,ANA,NYA,3,9,117,33,8,33,9,0.0,0.5470085470085471,0.5203996669442131,0.5056540719445733
60,20110811,ANA,NYA,5,6,118,36,9,31,10,0.0,0.5423728813559322,0.519030057487546,0.5052672233699658
61,20110812,ANA,TOR,5,1,119,30,4,29,7,1.0,0.5462184873949579,0.5233465489054488,0.5064446926454423
62,20110813,ANA,TOR,2,11,120,28,4,36,13,0.0,0.5416666666666666,0.5131556171023023,0.5036274677983344
63,20110814,ANA,TOR,4,5,121,34,6,38,10,0.0,0.5371900826446281,0.511941836150134,0.5032863279994729
138,20110815,ANA,TEX,4,8,122,35,9,39,14,0.0,0.5327868852459017,0.5075022572248425,0.5020623182687104
139,20110816,ANA,TEX,3,7,123,32,9,40,17,0.0,0.5284552845528455,0.5031813039635291,0.5008730643682615
140,20110817,ANA,TEX,3,4,124,34,7,38,12,0.0,0.5241935483870968,0.5021052538271299,0.5005763070470006
141,20110818,ANA,TEX,2,1,125,30,6,34,7,1.0,0.528,0.5031479226353144,0.5008585688293159
142,20110819,ANA,BAL,8,3,126,35,12,36,12,1.0,0.5317460317460317,0.5082981836963071,0.5022605684998729
