index,Date,team,opponent,runs_scored,runs_allowed,game_number,at_bats,hits,opponent_at_bats,opponent_hits,win_loss,win_frac_actual,win_frac_cummulative_pythagorean,win_frac_cummulative_pythagenpat
81,20120406,ANA,KCA,5,0,1,31,9,31,4,1.0,1.0,1.0,1.0
82,20120407,ANA,KCA,3,6,2,31,9,35,12,0.0,0.5,0.64,0.6100752445533871
83,20120408,ANA,KCA,3,7,3,38,11,36,10,0.0,0.3333333333333333,0.41724137931034483,0.4381473714387224
0,20120409,ANA,MIN,5,1,4,33,6,29,5,1.0,0.5,0.5663716814159292,0.5456296538769353
1,20120411,ANA,MIN,5,6,5,34,8,32,9,0.0,0.4,0.5243757431629013,0.5162723270703631
2,20120412,ANA,MIN,9,10,6,39,13,43,20,0.0,0.3333333333333333,0.5,0.5
3,20120413,ANA,NYA,0,5,7,29,5,31,8,0.0,0.2857142857142857,0.4235294117647059,0.4510823262101865
4,20120414,ANA,NYA,7,1,8,36,9,35,6,1.0,0.375,0.5136960600375234,0.5083897378606946
5,20120415,ANA,NYA,5,11,9,37,11,33,12,0.0,0.3333333333333333,0.4439969796123836,0.4658544614637883
84,20120416,ANA,OAK,6,0,10,33,11,35,6,1.0,0.4,0.510525149567915,0.5061569137660575
85,20120417,ANA,OAK,3,5,11,35,9,34,8,0.0,0.36363636363636365,0.49029217719132895,0.4944842575174061
86,20120418,ANA,OAK,0,6,12,32,4,37,10,0.0,0.3333333333333333,0.43604358759430006,0.46466335730169434
87,20120419,ANA,OAK,2,4,13,37,10,31,3,0.0,0.3076923076923077,0.42221554186081467,0.458162816327864
88,20120420,ANA,BAL,6,3,14,36,11,34,7,1.0,0.35714285714285715,0.4517259278484298,0.47462556987475435
89,20120421,ANA,BAL,6,3,15,35,10,31,5,1.0,0.4,0.4774550796700192,0.4883840284020531
90,20120422,ANA,BAL,2,3,16,35,7,36,9,0.0,0.375,0.47103882476390346,0.4854464307501602
6,20120424,ANA,TBA,0,5,17,31,5,30,8,0.0,0.35294117647058826,0.43731125182659525,0.46913449987001066
7,20120425,ANA,TBA,2,3,18,32,7,30,6,0.0,0.3333333333333333,0.4327395019087439,0.4675842436864548
8,20120426,ANA,TBA,3,4,19,33,7,30,7,0.0,0.3157894736842105,0.4293878903338027,0.46652393419775395
9,20120427,ANA,CLE,2,3,20,30,4,35,15,0.0,0.3,0.42541951522684895,0.46530598184686284
10,20120428,ANA,CLE,2,1,21,33,6,31,4,1.0,0.3333333333333333,0.43282128137879355,0.46946232262035414
11,20120429,ANA,CLE,0,4,22,29,3,31,10,0.0,0.3181818181818182,0.41089848474069857,0.46011431135113107
91,20120430,ANA,MIN,4,3,23,31,8,35,8,1.0,0.34782608695652173,0.420057757941717,0.46474149342163795
92,20120501,ANA,MIN,4,0,24,28,7,28,3,1.0,0.375,0.4439969796123836,0.47581171180248427
93,20120502,ANA,MIN,9,0,25,37,15,28,0,1.0,0.4,0.4946525593365742,0.4977184103413793
94,20120503,ANA,TOR,0,5,26,28,3,33,8,0.0,0.38461538461538464,0.468780487804878,0.4868578710096407
95,20120504,ANA,TOR,0,4,27,31,6,34,5,0.0,0.37037037037037035,0.44911205732682524,0.47886658318498493
96,20120505,ANA,TOR,6,2,28,36,13,31,6,1.0,0.39285714285714285,0.47061365600691446,0.4879288442894315
97,20120506,ANA,TOR,4,3,29,34,10,33,9,1.0,0.41379310344827586,0.47631661653122614,0.49037262625823846
12,20120507,ANA,MIN,8,3,30,34,10,32,6,1.0,0.43333333333333335,0.5,0.5
13,20120508,ANA,MIN,0,5,31,30,4,33,12,0.0,0.41935483870967744,0.47798424952477014,0.49119933022181245
14,20120509,ANA,MIN,6,2,32,38,14,31,6,1.0,0.4375,0.49574475790388584,0.4983134327728175
15,20120511,ANA,TEX,3,10,33,32,6,38,15,0.0,0.42424242424242425,0.4677754677754678,0.4872379638143642
16,20120512,ANA,TEX,4,2,34,31,6,30,5,1.0,0.4411764705882353,0.4763911265336473,0.4907483398045104
17,20120513,ANA,TEX,6,13,35,39,12,41,19,0.0,0.42857142857142855,0.45248868778280543,0.481265423723286
98,20120514,ANA,OAK,0,5,36,34,8,33,8,0.0,0.4166666666666667,0.43552211112256467,0.47479184250379325
99,20120515,ANA,OAK,4,0,37,34,12,32,5,1.0,0.43243243243243246,0.45047666833918715,0.48089531234473143
100,20120516,ANA,CHA,7,2,38,31,12,36,10,1.0,0.4473684210526316,0.46910172011042683,0.48817294821347523
101,20120517,ANA,CHA,1,6,39,33,6,35,13,0.0,0.4358974358974359,0.453123595505618,0.48217266704068945
18,20120518,ANA,SDN,7,2,40,37,11,30,3,1.0,0.45,0.4707092123396586,0.4889421188741904
19,20120519,ANA,SDN,2,3,41,30,6,27,7,0.0,0.43902439024390244,0.46798160995033045,0.4880227375587288
20,20120520,ANA,SDN,2,3,42,44,10,47,11,0.0,0.42857142857142855,0.46534141735413975,0.48714997975582053
21,20120521,ANA,OAK,1,2,43,32,5,26,6,0.0,0.4186046511627907,0.462552660321423,0.48625980484080833
22,20120522,ANA,OAK,5,0,44,35,10,28,1,1.0,0.4318181818181818,0.47847152563544487,0.49217688643138446
23,20120523,ANA,OAK,3,1,45,39,7,36,3,1.0,0.4444444444444444,0.48480594092328155,0.49453100442928316
24,20120524,ANA,SEA,3,0,46,34,7,31,4,1.0,0.45652173913043476,0.4939761222193998,0.4978535382299927
25,20120525,ANA,SEA,6,4,47,33,7,31,5,1.0,0.46808510638297873,0.5,0.5
26,20120526,ANA,SEA,5,3,48,37,12,33,6,1.0,0.4791666666666667,0.5057140991314569,0.5020177852939944
27,20120527,ANA,SEA,4,2,49,31,6,27,3,1.0,0.4897959183673469,0.5112345367331482,0.5039405820501921
102,20120528,ANA,NYA,9,8,50,37,15,38,10,1.0,0.5,0.5134024174655418,0.5047102434634255
103,20120529,ANA,NYA,5,1,51,34,11,37,9,1.0,0.5098039215686274,0.5237333184898624,0.5082892383310403
104,20120530,ANA,NYA,5,6,52,35,11,32,7,0.0,0.5,0.5205041928445624,0.5071399932788154
105,20120601,ANA,TEX,4,2,53,30,6,33,8,1.0,0.5094339622641509,0.5252364322312575,0.5087335925841207
106,20120602,ANA,TEX,3,2,54,32,7,31,8,1.0,0.5185185185185185,0.5274107952921291,0.5094209093890658
107,20120603,ANA,TEX,3,7,55,33,6,39,14,0.0,0.509090909090909,0.5170266911286027,0.5058291160258531
108,20120604,ANA,SEA,6,8,56,37,12,36,10,0.0,0.5,0.5117630777747024,0.5040238235208161
109,20120605,ANA,SEA,6,1,57,33,11,32,5,1.0,0.5087719298245614,0.5231357511621431,0.5078753063129725
110,20120606,ANA,SEA,6,8,58,32,10,40,12,0.0,0.5,0.5179314503970248,0.5060977067713798
28,20120608,ANA,COL,7,2,59,37,12,32,7,1.0,0.5084745762711864,0.5285481239804242,0.5096749094622359
29,20120609,ANA,COL,11,5,60,38,15,38,13,1.0,0.5166666666666667,0.5402741649490104,0.5136667039128682
30,20120610,ANA,COL,10,8,61,41,15,38,13,1.0,0.5245901639344263,0.5428657299571719,0.514569540247335
31,20120611,ANA,LAN,3,2,62,34,10,29,6,1.0,0.532258064516129,0.5444462620644528,0.5150137993918101
32,20120612,ANA,LAN,2,5,63,35,6,29,6,0.0,0.5238095238095238,0.5378696859509393,0.5127193569177013
33,20120613,ANA,LAN,2,1,64,33,8,30,5,1.0,0.53125,0.539620149676121,0.5132132556922139
