,date,team1,team2,team1_rs,team2_rs,team1_ra,team2_ra,team1_gn,team2_gn,team1_at_bats,team2_at_bats,team1_hits,team2_hits,team1_win,team2_win,team1_win_frac_acutal,team2_win_frac_actual,team1_win_frac_cum_pyth,team2_win_frac_cum_pyth,team1_win_frac_cum_pythpat,team2_win_frac_cum_pythpat,team1_past_rs,team2_past_rs,team1_past_ra,team2_past_ra,team1_past_avg_rs,team2_past_avg_rs,team1_past_avg_ra,team2_past_avg_ra
0,20190328,ANA,OAK,0,4,4,0,1,3,28,30,3,7,0.0,1.0,1.0,0.3333333333333333,0.0,0.5344418052256532,0.0,0.5270830623394427,0,11,0,14,1.0,3.6666666666666665,1.0,4.666666666666667
1,20190329,ANA,OAK,6,2,2,6,2,4,35,32,10,7,1.0,0.0,1.0,0.25,0.5,0.4194484760522496,0.5,0.4411293514299645,0,15,4,14,0.0,3.75,2.0,3.5
2,20190330,ANA,OAK,2,4,4,2,3,5,33,31,6,7,0.0,1.0,1.0,0.4,0.3902439024390244,0.4767567567567567,0.4241263677603826,0.4842709029259259,6,17,6,20,2.0,3.4,2.0,4.0
3,20190331,ANA,OAK,1,2,2,1,4,6,29,31,3,7,0.0,1.0,1.0,0.5,0.36,0.5,0.411940162334874,0.5,8,21,10,22,2.0,3.5,2.5,3.6666666666666665
4,20190401,ANA,SEA,3,6,6,3,5,7,35,33,8,10,0.0,1.0,1.0,0.8571428571428571,0.3076923076923077,0.6688073394495413,0.378785068403781,0.6211406520073935,9,48,12,35,1.8,6.857142857142857,2.4,5.0
5,20190402,ANA,SEA,1,2,2,1,6,8,31,29,4,5,0.0,1.0,1.0,0.875,0.29701230228471,0.6733948894137857,0.3797874861272187,0.6172694013226113,12,54,18,38,2.0,6.75,3.0,4.75
6,20190404,ANA,TEX,4,11,11,4,7,7,35,39,8,15,0.0,1.0,1.0,0.7142857142857143,0.2312,0.5837417123090227,0.3315279757373273,0.5574830028506818,13,34,20,34,1.8571428571428572,4.857142857142857,2.857142857142857,4.857142857142857
7,20190405,ANA,TEX,3,1,1,3,8,8,29,32,6,6,1.0,0.0,1.0,0.625,0.2808988764044944,0.5572820647879905,0.3723102663240547,0.5369903631725265,17,45,31,38,2.125,5.625,3.875,4.75
8,20190406,ANA,TEX,5,1,1,5,9,9,33,31,10,6,1.0,0.0,1.0,0.5555555555555556,0.3646441073512252,0.5107514450867052,0.4258978861393839,0.5066215706662138,20,46,32,41,2.2222222222222223,5.111111111111111,3.5555555555555554,4.555555555555555
9,20190407,ANA,TEX,7,2,2,7,10,10,32,29,9,6,1.0,0.0,1.0,0.5,0.4553134726545131,0.4608445297504798,0.476309130166865,0.4765944291948968,25,47,33,46,2.5,4.7,3.3,4.6
10,20190408,ANA,MIL,5,2,2,5,11,11,27,32,5,6,1.0,0.0,1.0,0.7272727272727273,0.5,0.490991722123032,0.5,0.4947707244684002,32,53,35,51,2.909090909090909,4.818181818181818,3.1818181818181817,4.636363636363637
11,20190409,ANA,MIL,11,8,8,11,12,12,35,36,12,10,1.0,0.0,1.0,0.6666666666666666,0.5322245322245323,0.4692598723102388,0.5169635115886672,0.4821880884308038,37,55,37,56,3.0833333333333335,4.583333333333333,3.0833333333333335,4.666666666666667
12,20190410,ANA,MIL,4,2,2,4,13,13,28,32,5,7,1.0,0.0,1.0,0.6153846153846154,0.550376552004885,0.4559680552557738,0.5258695532108666,0.4752491552893277,48,63,45,67,3.6923076923076925,4.846153846153846,3.4615384615384617,5.153846153846154
13,20190412,ANA,CHN,1,5,5,1,14,13,31,34,4,10,0.0,1.0,1.0,0.3846153846153846,0.5095229457645565,0.5253002401921537,0.5047619047619047,0.5148288694212848,52,76,47,76,3.7142857142857144,5.846153846153846,3.357142857142857,5.846153846153846
14,20190413,ANA,CHN,6,5,5,6,15,14,33,35,9,9,1.0,0.0,1.0,0.3571428571428571,0.5172362555720654,0.5177458872943648,0.5085372355749563,0.5101744836584519,53,81,52,77,3.533333333333333,5.785714285714286,3.466666666666667,5.5
15,20190415,ANA,TEX,7,12,12,7,16,15,33,38,8,14,0.0,1.0,1.0,0.5333333333333333,0.4777887462981244,0.5120464441219158,0.4889123906087464,0.5066120116972396,59,72,57,75,3.6875,4.8,3.5625,5.0
