,date,team1,team2,team1_rs,team2_rs,team1_ra,team2_ra,team1_gn,team2_gn,team1_at_bats,team2_at_bats,team1_hits,team2_hits,team1_win,team2_win,team1_win_frac_acutal,team2_win_frac_actual,team1_win_frac_cum_pyth,team2_win_frac_cum_pyth,team1_win_frac_cum_pythpat,team2_win_frac_cum_pythpat,team1_past_rs,team2_past_rs,team1_past_ra,team2_past_ra,team1_past_avg_rs,team2_past_avg_rs,team1_past_avg_ra,team2_past_avg_ra
0,20120406,ANA,KCA,5,0,0,5,1,1,31,31,9,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,1.0,1.0
1,20120407,ANA,KCA,3,6,6,3,2,2,31,35,9,12,0.0,1.0,1.0,0.5,0.64,0.36,0.6100752445533871,0.3899247554466129,5,0,0,5,2.5,0.0,0.0,2.5
2,20120408,ANA,KCA,3,7,7,3,3,3,38,36,11,10,0.0,1.0,1.0,0.6666666666666666,0.4172413793103448,0.5827586206896552,0.4381473714387224,0.5618526285612775,8,6,6,8,2.6666666666666665,2.0,2.0,2.6666666666666665
3,20120409,ANA,MIN,5,1,1,5,4,4,33,29,6,5,1.0,0.0,1.0,0.0,0.5663716814159292,0.0825688073394495,0.5456296538769353,0.1702509298296996,11,5,13,15,2.75,1.25,3.25,3.75
4,20120411,ANA,MIN,5,6,6,5,5,5,34,32,8,9,0.0,1.0,1.0,0.2,0.5243757431629013,0.1872561768530559,0.5162723270703631,0.2786692287000134,16,6,14,20,3.2,1.2,2.8,4.0
5,20120412,ANA,MIN,9,10,10,9,6,6,39,43,13,20,0.0,1.0,1.0,0.3333333333333333,0.5,0.2951219512195122,0.5,0.3596587013277211,21,12,20,25,3.5,2.0,3.3333333333333335,4.166666666666667
6,20120413,ANA,NYA,0,5,5,0,7,7,29,31,5,8,0.0,1.0,1.0,0.5714285714285714,0.4235294117647059,0.5958762886597938,0.4510823262101865,0.5606774379609902,30,29,30,28,4.285714285714286,4.142857142857143,4.285714285714286,4.0
7,20120414,ANA,NYA,7,1,1,7,8,8,36,35,9,6,1.0,0.0,1.0,0.5,0.5136960600375234,0.5,0.5083897378606946,0.5,30,34,35,28,3.75,4.25,4.375,3.5
8,20120415,ANA,NYA,5,11,11,5,9,9,37,33,11,12,0.0,1.0,1.0,0.5555555555555556,0.4439969796123836,0.5694294940796556,0.4658544614637883,0.5419792252822353,37,35,36,35,4.111111111111111,3.888888888888889,4.0,3.888888888888889
9,20120416,ANA,OAK,6,0,0,6,10,11,33,35,11,6,1.0,0.0,1.0,0.3636363636363636,0.510525149567915,0.318052738336714,0.5061569137660575,0.4046169698973151,42,28,47,35,4.2,2.5454545454545454,4.7,3.1818181818181817
